# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
325.5341616,-72.8157944,47.1658973,2.3812858,-0.0089788,6.9314008,-7.0124794
325.8838224,-73.0683968,47.4067343,2.3791006,-0.0034937,6.5681306,-7.1086724
326.2334831,-73.3214510,47.6488407,2.3772026,-0.0080301,6.1781139,-6.3778725
326.5831439,-73.5731433,47.8910832,2.3722512,-0.0303731,5.8059373,-5.0380889
326.9328046,-73.8221627,48.1361545,2.3533467,-0.0779508,5.4941482,-4.0304418
327.2824654,-74.0647844,48.3882296,2.3182503,-0.1224879,5.2313564,-3.1926246
327.6321261,-74.2963695,48.6504651,2.2675928,-0.1664339,5.0134238,-2.3695915
327.9817869,-74.5119240,48.9252900,2.2015184,-0.2130249,4.8453392,-1.7658703
328.3314476,-74.7072611,49.2163833,2.1199356,-0.2518274,4.7161850,-1.2435456
328.6811084,-74.8756576,49.5226029,2.0251672,-0.2863901,4.6230686,-0.7920625
329.0307691,-75.0122425,49.8431042,1.9204319,-0.3156157,4.5627685,-0.5799068
329.3804299,-75.1136375,50.1787624,1.8069299,-0.3322190,4.5181097,-0.4272568
329.7300906,-75.1752057,50.5229948,1.6879457,-0.3446981,4.4849220,-0.3219774
330.0797514,-75.1948732,50.8712622,1.5658652,-0.3538595,4.4597488,-0.2666674
330.4294122,-75.1714991,51.2196558,1.4413922,-0.3599874,4.4387919,-0.1339454
330.7790729,-75.1042958,51.5635555,1.3137736,-0.3684609,4.4282279,-0.0590462
331.1287337,-74.9935986,51.8952697,1.1834034,-0.3730598,4.4235631,-0.0590462
331.4783944,-74.8410524,52.2090729,1.0541175,-0.3508574,4.4188933,0.3900205
331.8280552,-74.6521067,52.5018697,0.9462366,-0.2680354,4.4496480,1.9333240
332.1777159,-74.4360223,52.7764303,0.8668620,-0.1816302,4.5990633,3.3944454
332.5273767,-74.2028677,53.0353490,0.8103660,-0.1456398,4.8502775,3.8028090
332.8770374,-73.9568817,53.2812725,0.7582235,-0.1705217,5.1170868,2.7559482
333.2266982,-73.6957324,53.5132070,0.6921390,-0.2065254,5.3020629,1.4093577
333.5763589,-73.4168784,53.7269862,0.6143891,-0.2325491,5.3942067,0.4456087
333.9260197,-73.1232589,53.9164299,0.5307757,-0.2466561,5.4230148,-0.0426746
334.2756804,-72.8150743,54.0797671,0.4439732,-0.2482245,5.4202625,-0.0813016
334.6253412,-72.4922967,54.2164000,0.3571340,-0.2421830,5.4150152,0.1101344
334.9750019,-72.1594014,54.3251784,0.2755471,-0.2245813,5.4221222,0.6087286
335.3246627,-71.8204895,54.4074297,0.2027834,-0.1899888,5.4612367,1.5435671
335.6743235,-71.4752923,54.4672434,0.1426085,-0.1496721,5.5591866,2.5811956
336.0239842,-71.1279682,54.5089211,0.0991685,-0.0994688,5.7192344,3.9477114
336.3736450,-70.7795911,54.5384156,0.0723366,-0.0549097,5.9556999,5.2453021
336.7233057,-70.4301028,54.5612277,0.0603002,-0.0194201,6.2560781,6.4218266
337.0729665,-70.0809324,54.5811866,0.0540876,-0.0161521,6.6052581,6.4636394
337.4226272,-69.7313103,54.5991501,0.0484250,-0.0184769,6.9389911,6.2650511
337.7722880,-69.3824791,54.6147980,0.0408545,-0.0249498,7.2478191,5.8308527
