event_index,source_stamp_ns,status,steering_rate_radps,target_speed_rate_mps2,steering_command_rad,target_speed_mps,iterations,primal_residual,dual_residual,rti_iterations_used,rti2_triggered,rti2_trigger_reason_mask,rti2_budget_skipped,r1_status,r2_status,r1_objective,r2_objective,r1_slack_m,r2_slack_m,selected_candidate,r1_iterations,r2_iterations,r1_steering_rate_radps,r1_target_speed_rate_mps2,r1_next_progress_m,r1_next_e_y_m,r1_next_raw_bound_clearance_m,r2_steering_rate_radps,r2_target_speed_rate_mps2,r2_next_progress_m,r2_next_e_y_m,r2_next_raw_bound_clearance_m,r1_solve_us,r2_solve_us,total_rti_us,rho_start,rho_final,rho_u_start,rho_u_final,rho_change_count,factorization_count,progress_m,e_y_m,e_psi_rad,u_mps,v_mps,r_radps,target_speed_state_mps,steering_state_rad,state_age_s,path_curvature_per_m,raw_left_bound_m,raw_right_bound_m,current_raw_bound_clearance_m,current_inset_corridor_clearance_m,lateral_accel_proxy_mps2,minimum_predicted_corridor_slack_m,candidate_progress_error_max_m,candidate_curvature_error_max_per_m,candidate_left_bound_error_max_m,candidate_right_bound_error_max_m,nonlinear_failure_stage,nonlinear_failure_reason
301,1789731634811839680,0,-0.01668116078,3,0.05762383342,0.4452280998,22,0.009473562241,0.005784641951,2,1,32,0,0,0,316501.1875,316501.1562,0.8063207865,0.8063207865,R1,22,24,-0.01668116078,3,21.80803768,0.1649525464,0.8899525464,-0.01681297086,3,21.80803768,0.1649525464,0.8899525464,278.6129999,304.9219999,639.1900001,1,1,14,14,8,10,21.80632357,0.1654882282,-0.3007745445,0.03741322458,0,0.02219999954,0.3702281117,0.05804086104,0.002663325,-0.05183058203,1.195451292,0.725,0.8904882282,0.8404882275,0.5504051447,0.8063207865,0.0005747545511,0.0003006830812,0.000358581543,0.0003586411476,-1,-1
317,1789731634836741250,0,-0.003401655704,3,0.05791801959,0.5223074555,23,0.009567499161,0.004995681345,2,1,32,0,0,0,310396.5312,310396.5312,0.805867672,0.805867672,R1,23,24,-0.003401655704,3,21.81073294,0.1641168594,0.8891168594,-0.003483082866,3,21.81073294,0.1641168594,0.8891168594,299.0009999,290.2049999,644.3699999,1,1,14,14,8,10,21.80778941,0.1650332808,-0.2999101281,0.08609493822,0,0.0346999988,0.4473074675,0.05800306052,0.002406842,-0.05171286929,1.194535097,0.725,0.8900332808,0.8400332801,0.6018719673,0.805867672,0.000478990376,0.0002200752497,0.0002740621567,0.0002990365028,-1,-1
333,1789731634861914791,0,0.005365612917,3,0.05781378597,0.5975756049,21,0.009875774384,0.005038708448,2,1,32,0,0,0,304392.5625,304392.5,0.8055502176,0.8055502176,R1,21,24,0.005365612917,3,21.81500503,0.1627974063,0.8877974063,0.004908338189,3,21.81500503,0.1627974063,0.8877974063,272.993,321.9349999,649.9200001,1,1,14,14,10,12,21.81058413,0.1641685367,-0.2990471125,0.1467772871,0,0.04670000076,0.5225756168,0.05767964572,0.002341089,-0.0514884418,1.192788308,0.725,0.8891685367,0.8391685359,0.6523493528,0.8055502176,0.0004854365252,0.0001995190978,0.0002572536469,0.0002810955048,-1,-1
349,1789731634886323745,0,0.02448238432,3,0.0582253933,0.6723918915,21,0.006463527679,0.009586334229,2,1,32,0,0,0,298236.375,298236.375,0.805705905,0.805705905,R1,21,21,0.02448238432,3,21.82148086,0.1608098298,0.8873322415,0.02441178076,3,21.82148086,0.1608098298,0.8873322415,286.868,258.3650002,599.9359999,1,1,14,28,8,10,21.81501933,0.1628017873,-0.2976164818,0.2342271358,0,0.06030000001,0.5973919034,0.05761333182,0.002576651,-0.05113227742,1.190016169,0.725,0.8878017873,0.8378017865,0.6937546134,0.805705905,0.0003507928923,0.0001238659024,0.0002193450928,0.0001913309097,-1,-1
365,1789731634911570994,0,0.05635640398,3,0.0602376014,0.7466584444,19,0.009219646454,0.004412233829,2,1,32,0,0,0,292961.4688,292961.4688,0.805947125,0.805947125,R1,19,21,0.05635640398,3,21.82809542,0.1587600708,0.8894165842,0.05653538927,3,21.82809542,0.1587600708,0.8894165842,246.7030001,296.336,598.1829996,1,1,28,14,8,10,21.82084481,0.160972178,-0.2949260771,0.2619037926,0,0.07140000165,0.6716584563,0.05882869288,0.003007771,-0.05067104476,1.1875,0.7261248797,0.8870970576,0.8370970569,0.7234159112,0.805947125,5.193427205e-05,6.188265979e-05,3.218650818e-05,2.467632294e-05,-1,-1
381,1789731634936932898,0,0.05684221163,3,0.06047831103,0.8225711584,20,0.005125284195,0.009267151356,2,1,32,0,0,0,286911.8125,286911.8125,0.8058074713,0.8058074713,R1,20,19,0.05684221163,3,21.83792454,0.15580751,0.8926072214,0.0571209155,3,21.83792454,0.15580751,0.8926072214,286.678,260.7089996,603.4530001,1,1,14,28,9,11,21.82840479,0.1586883664,-0.2929421067,0.3597239554,0,0.08320000023,0.7475711703,0.05905725434,0.002651703,-0.05009157219,1.1875,0.730849868,0.8895382344,0.8395382337,0.7598078847,0.8058074713,0.0003181565553,8.907169104e-05,0.0001929998398,0.000159740448,-1,-1
397,1789731634961810643,0,0.0979475528,3,0.06320206821,0.8977440596,17,0.008841276169,0.006099939346,2,1,32,0,0,0,281612.25,281612.25,0.807009995,0.807009995,R1,17,19,0.0979475528,3,21.84842314,0.1526864171,0.8901864171,0.0980720073,3,21.84842314,0.1526864171,0.8901864171,277.2810001,263.6549997,595.8080001,1,1,28,28,10,12,21.8376071,0.1559296846,-0.290678978,0.4111801386,0,0.09570000321,0.8227440715,0.06075338274,0.002380142,-0.04938621529,1.1875,0.7366013104,0.8925309951,0.8425309943,0.7882811427,0.807009995,7.971469313e-05,2.167932689e-05,4.994869232e-05,4.994869232e-05,-1,-1
413,1789731634986379908,0,0.09860873967,3,0.06417308748,0.9719400406,19,0.006971597672,0.009673953056,2,1,32,0,0,0,276100.7188,276100.7188,0.7930785418,0.7930828333,R2,17,19,0.09869973361,3,21.8611842,0.1489022076,0.8877399006,0.09860873967,3,21.8611842,0.1489022076,0.8877399006,246.152,257.5029998,557.967,1,1,28,28,8,10,21.8482184,0.152734831,-0.2870899439,0.5028756261,0,0.1094999984,0.8969400525,0.06170786917,0.002803127,-0.04858016277,1.181766338,0.7375,0.890234831,0.8402348302,0.808039844,0.7930828333,7.413327694e-07,5.662441254e-07,4.768371582e-07,4.768371582e-07,-1,-1
429,1789731635012142927,0,0.1233769879,3,0.06622954458,1.046073198,19,0.005990505219,0.009357273579,2,1,32,0,0,0,270885.7188,270885.75,0.773945272,0.7739475369,R2,14,19,0.123358734,3,21.87654121,0.1444178969,0.8928541995,0.1233769879,3,21.87654121,0.1444178969,0.8928541995,288.612,257.7639999,600.4569998,1,1,28,28,12,14,21.86156446,0.1487785131,-0.2833370268,0.5876536965,0,0.1230999976,0.9710731506,0.06314512342,0.002775465,-0.04756970377,1.175,0.7390753681,0.8878538812,0.8378538804,0.8237540722,0.7739475369,6.500631571e-07,7.897615433e-07,3.576278687e-07,3.576278687e-07,-1,-1
445,1789731635037582668,0,0.1430336684,3,0.06834170222,1.123778105,19,0.008965492249,0.006061658263,2,1,32,0,0,0,265617.9375,265617.9375,0.7600541711,0.7600599527,R2,14,19,0.1430247724,3,21.89406759,0.1394176334,0.8894176334,0.1430336684,3,21.89406759,0.1394176334,0.8894176334,284.3640003,215.3449998,553.579,1,1,28,14,9,11,21.87699362,0.1443140209,-0.2796823382,0.6757618785,0,0.1411000043,1.048778057,0.06476586312,0.003247932,-0.04641091626,1.175,0.7487190724,0.8930330932,0.8430330925,0.8412017822,0.7600599527,3.408640623e-07,4.24683094e-07,2.384185791e-07,1.788139343e-07,-1,-1
461,1789731635062121305,0,0.1549143195,3,0.07006563991,1.202062249,18,0.009059906006,0.008338183165,2,1,32,0,0,0,260694.9062,260694.9375,0.7387245893,0.7387363911,R2,15,18,0.1547103524,3,21.91235435,0.1342664659,0.8925871031,0.1549143195,3,21.91235435,0.1342664659,0.8925871031,435.7379999,279.7849998,802.6369996,1,1,14,14,10,12,21.89358883,0.1395487487,-0.2751266062,0.7441393137,0,0.1553000063,1.127062201,0.06619278342,0.00318793,-0.0451740091,1.165908404,0.75,0.8895487487,0.839548748,0.8588463664,0.7387363911,1.344829798e-06,1.341104507e-06,8.344650269e-07,8.344650269e-07,-1,-1
477,1789731635087643260,0,0.1696180254,3,0.07183326781,1.274041414,18,0.007793664932,0.008624404669,2,1,32,0,0,0,256281.4688,256281.4844,0.7199837565,0.7199901342,R2,15,18,0.169398874,3,21.93324709,0.1285175234,0.8910175234,0.1696180254,3,21.93324709,0.1285175234,0.8910175234,346.7010002,218.881,631.9569998,1,1,14,14,10,12,21.91267922,0.1341855973,-0.2700428069,0.8180048466,0,0.1723999977,1.199041367,0.06759281456,0.002612349,-0.04290233523,1.1625,0.7585236877,0.892709285,0.8427092843,0.8680882454,0.7199901342,1.421198249e-06,1.24424696e-06,8.940696716e-07,8.344650269e-07,-1,-1
493,1789731635113228755,0,0.1786730886,3,0.07339822501,1.350551486,14,0.00984787941,0.005026817322,2,1,32,0,0,0,251698.1562,251698.1719,0.7027963996,0.7027910352,R1,14,18,0.1786730886,3,21.95638545,0.1223048344,0.8956462813,0.1788210422,3,21.95638545,0.1223048344,0.8956462813,326.3830004,242.5559998,623.631,1,1,14,28,10,12,21.93379981,0.1283825487,-0.2644343376,0.9008696079,0,0.1906999946,1.275551438,0.06893140078,0.002478567,-0.03991179069,1.153275281,0.7625,0.8908825487,0.8408825479,0.8773220778,0.7027963996,8.347071707e-05,1.329183578e-05,5.173683167e-05,5.173683167e-05,-1,-1
509,1789731635138343696,0,0.1880494952,3,0.07491061836,1.426577687,16,0.00820016861,0.006563484669,2,1,32,0,0,0,247426.2188,247426.2344,0.6926526427,0.6926503181,R1,16,18,0.1880494952,3,21.9807582,0.1159170941,0.8919922205,0.1881470233,3,21.9807582,0.1159170941,0.8919922205,240.0409999,209.1919999,504.1559997,1,1,28,28,5,7,21.95641094,0.1223080307,-0.2586518824,0.9713654518,0,0.2073999941,1.35157764,0.07020938396,0.002369582,-0.03667396307,1.15,0.7733573791,0.8956654098,0.8456654091,0.8871461749,0.6926526427,0.0001017786562,9.723007679e-06,6.318092346e-05,6.318092346e-05,-1,-1
530,1789731635163298896,0,0.1851931214,3,0.07587186992,1.501776457,17,0.006041049957,0.009741544724,2,1,32,0,0,0,243362.5312,243362.5,0.6917362809,0.6917277575,R1,17,19,0.1851931214,3,22.00661286,0.1093204468,0.8968204468,0.1849092543,3,22.00661286,0.1093204468,0.8968204468,196.5190001,215.5039997,466.7160001,1,1,28,28,1,3,21.98050589,0.115968883,-0.2517157793,1.041229129,0,0.2266000062,1.426776409,0.07124204189,0.003170327,-0.03337968818,1.1375,0.7759174298,0.8918863128,0.8418863121,1.009441733,0.6917362809,0.0001118723303,1.690909266e-05,4.148483276e-05,4.4465065e-05,-1,-1
552,1789731635188352010,0,0.1819106191,3,0.07651718706,1.576559186,18,0.004927635193,0.009439885616,2,1,32,0,0,0,239425.0469,239425.0625,0.6784231663,0.6784265637,R2,17,18,0.1819213629,3,22.03469288,0.1023960412,0.8996814558,0.1819106191,3,22.03469288,0.1023960412,0.8996814558,189.5160003,195.086,438.724,1,1,28,28,0,2,22.00667985,0.1093171313,-0.2449383885,1.118039727,0,0.2463999987,1.501559138,0.07196941972,0.003039121,-0.03229330195,1.132723605,0.7875,0.8968171313,0.8468171306,1.175673246,0.6784265637,2.048909664e-07,3.725290298e-08,1.192092896e-07,1.192092896e-07,-1,-1
574,1789731635213279168,0,0.1741882116,3,0.07662209123,1.631073475,18,0.004845142365,0.008499443531,2,1,32,0,0,0,236757.5469,236757.5469,0.6653081179,0.6653133035,R2,17,18,0.1742589772,3,22.06434977,0.09530813992,0.8986300352,0.1741882116,3,22.06434977,0.09530813992,0.8986300352,194.7360001,196.5490003,445.7970004,1,1,28,28,0,2,22.03456294,0.1024367437,-0.2379640788,1.191003084,0,0.2648999989,1.556073427,0.07226738334,0.00314534,-0.031581503,1.125,0.7972041998,0.8996409435,0.8496409427,1.308618665,0.6653133035,1.899898052e-07,2.235174179e-08,1.192092896e-07,1.192092896e-07,-1,-1
596,1789731635238587793,0,0.1572442949,3,0.07621276379,1.636675239,17,0.006403923035,0.009517490864,2,1,32,0,0,0,236861.7969,236861.7969,0.6526337266,0.6526528001,R2,17,17,0.1572424471,3,22.09604771,0.08799897134,0.9004989713,0.1572442949,3,22.09604771,0.08799897134,0.9004989713,191.0279999,190.6680002,436.9100003,1,1,28,28,0,2,22.06462077,0.09523940831,-0.2298482507,1.263266563,0,0.2838999927,1.561675191,0.07228165865,0.003401241,-0.02975893538,1.1125,0.8034912783,0.8987306866,0.8487306859,1.364058614,0.6526528001,5.587935448e-07,7.450580597e-09,2.980232239e-07,1.192092896e-07,-1,-1
618,1789731635262886379,0,0.1398679465,3,0.07556260377,1.647901297,16,0.00870513916,0.003134667873,2,1,32,0,0,0,236862.1875,236862.2031,0.6524475217,0.6524739861,R2,16,16,0.1399079561,3,22.12771582,0.0810000971,0.8989277572,0.1398679465,3,22.12771582,0.0810000971,0.8989277572,274.645,269.2659998,598.7539997,1,1,28,28,12,14,22.09510456,0.08823046833,-0.2219072729,1.312802315,0,0.3010999858,1.572901249,0.07206590474,0.003401371,-0.02184266214,1.102455398,0.8125,0.9007304683,0.8507304676,1.425415516,0.6524739861,7.748603821e-07,7.450580597e-09,1.192092896e-07,3.576278687e-07,-1,-1
640,1789731635288422421,0,0.1207763329,3,0.07451274246,1.653503776,16,0.008313655853,0.004637539387,2,1,32,0,0,0,236968.6562,236968.6719,0.6519724727,0.6519899964,R2,15,16,0.1207025796,3,22.16360901,0.07335639745,0.901217798,0.1207763329,3,22.16360901,0.07335639745,0.901217798,250.4699998,260.2589998,566.3429999,1,1,28,28,10,12,22.12890854,0.0807383433,-0.2135774493,1.404528737,0,0.3161000013,1.578503728,0.07149333507,0.003065039,-0.01189201787,1.093826856,0.8186731439,0.8994114872,0.8494114864,1.48168087,0.6519899964,7.599592209e-07,1.490116119e-08,2.980232239e-07,1.192092896e-07,-1,-1
662,1789731635313181032,0,0.09787804633,3,0.07262046635,1.66471231,16,0.00831079483,0.004557847977,2,1,32,0,0,0,237305.2969,237305.2969,0.6517040133,0.6517233253,R2,15,16,0.09806194156,3,22.1988798,0.06618122756,0.9036812276,0.09787804633,3,22.1988798,0.06618122756,0.9036812276,221.7270002,255.6090002,532.2690001,1,1,28,28,8,10,22.16333831,0.07342600077,-0.2051410228,1.438169479,0,0.3228999972,1.589712262,0.07017351687,0.00280462,-0.005005723551,1.084807797,0.8276922029,0.9011182036,0.8511182029,1.53477633,0.6517233253,5.73694706e-07,1.490116119e-08,2.384185791e-07,1.788139343e-07,-1,-1
684,1789731635337546104,0,0.08647970855,3,0.07121300697,1.675926447,16,0.008337020874,0.004210293293,2,1,32,0,0,0,237544.7344,237544.7344,0.6395649314,0.6395816207,R2,14,16,0.08686549217,3,22.23510244,0.05912913755,0.9091291375,0.08647970855,3,22.23510244,0.05912913755,0.9091291375,219.2020001,255.4389997,529.5739999,1,1,28,28,8,10,22.19833469,0.0663042888,-0.1968469024,1.490072846,0,0.3287999928,1.600926399,0.0690510124,0.002956034,-0.001711129343,1.075,0.8375,0.9038042888,0.8538042881,1.584104896,0.6395816207,4.805624485e-07,3.725290298e-08,2.980232239e-07,2.980232239e-07,-1,-1
705,1789731635363497556,0,0.07163026184,3,0.06887047738,1.687122464,16,0.008346319199,0.004214048386,2,1,32,0,0,0,238155.5312,238155.5312,0.6394326091,0.6394566894,R2,14,16,0.07205101848,3,22.2738804,0.05184365436,0.9143436544,0.07163026184,3,22.2738804,0.05184365436,0.9143436544,215.8249998,261.7320004,532.4689999,1,1,28,28,8,10,22.23652326,0.05882937461,-0.1890658736,1.513890982,0,0.3296000063,1.612122416,0.06707972288,0.002941136,-0.009617953373,1.0625,0.85,0.9088293746,0.8588293739,1.636410713,0.6394566894,6.072223186e-07,2.235174179e-08,2.980232239e-07,3.576278687e-07,-1,-1
728,1789731635388225700,0,0.05797186494,3,0.0662542209,1.692744732,15,0.00740647316,0.007125914097,2,1,32,0,0,0,239019.5312,239019.5312,0.6269890666,0.6270043254,R2,14,15,0.05806469172,3,22.31165404,0.04520333186,0.9202033319,0.05797186494,3,22.31165404,0.04520333186,0.9202033319,219.5419998,239.2990003,514.7260003,1,1,28,14,7,9,22.2736721,0.05190765858,-0.1794263721,1.542656541,0,0.3264000118,1.617744684,0.06480492651,0.0029165,-0.05943698269,1.053345731,0.8625,0.9144076586,0.8644076578,1.665215492,0.6270043254,5.327165127e-07,7.450580597e-09,5.960464478e-08,1.192092896e-07,-1,-1
750,1789731635413045846,0,0.05412896723,3,0.06485449523,1.703947783,15,0.008544206619,0.004025042057,2,1,32,0,0,0,239658.5312,239658.5312,0.6271109581,0.6271259189,R2,14,15,0.05417950451,3,22.35000689,0.03891163319,0.9264116332,0.05412896723,3,22.35000689,0.03891163319,0.9264116332,285.756,230.3129997,572.375,1,1,14,14,10,12,22.31144524,0.04524161294,-0.1680955142,1.567077637,0,0.3237999976,1.628947735,0.06350126863,0.003056203,-0.1073962523,1.067236728,0.875,0.9202416129,0.8702416122,1.696592093,0.6271259189,4.880130291e-07,7.450580597e-09,2.980232239e-07,2.384185791e-07,-1,-1
772,1789731635438025963,0,0.02692904882,3,0.06110465899,1.715175271,14,0.009613037109,0.008767724037,2,1,32,0,0,0,240444.2969,240444.2969,0.6259448528,0.6259777546,R2,14,14,0.02659178525,3,22.38901782,0.03300066665,0.926748993,0.02692904882,3,22.38901782,0.03300066665,0.926748993,283.8630004,224.9720001,566.073,1,1,14,14,10,12,22.35003924,0.03890850395,-0.1559317559,1.580343485,0,0.3170999885,1.640175223,0.06043143198,0.002812004,-0.1093664616,1.055614507,0.8875,0.9264085039,0.8764085032,1.730869174,0.6259777546,1.598149538e-06,1.490116119e-08,2.384185791e-07,1.072883606e-06,-1,-1
793,1789731635463532680,0,0.03058024868,3,0.05873073637,1.726402998,15,0.008568286896,0.003940343857,2,1,32,0,0,0,241185.8125,241185.8125,0.6258796453,0.6258966923,R2,14,15,0.03062435798,3,22.42992937,0.02730328403,0.9341226044,0.03058024868,3,22.42992937,0.02730328403,0.9341226044,290.9059997,236.855,591.1589999,1,1,14,14,10,12,22.39013275,0.03283830732,-0.1436761767,1.611687303,0,0.3091000021,1.65140295,0.05796622857,0.003058277,-0.102312021,1.043054811,0.8944451888,0.9272834961,0.8772834953,1.764625788,0.6258966923,7.86036253e-07,7.450580597e-09,3.576278687e-07,1.192092896e-07,-1,-1
816,1789731635490005472,0,0.02725021541,3,0.05604945868,1.737619638,15,0.008598327637,0.003819346428,2,1,32,0,0,0,242463.6719,242463.6875,0.6249647141,0.6249833703,R2,14,15,0.02731205896,3,22.47131614,0.0219986774,0.9094986774,0.02725021541,3,22.47131614,0.0219986774,0.9094986774,293.3600001,246.0120001,598.3930001,1,1,14,14,10,12,22.43194031,0.02702379972,-0.1322748214,1.586952925,0,0.3025000095,1.662619591,0.05536820367,0.003964369,-0.09424153393,1.029423776,0.9080762239,0.9351000237,0.8851000229,1.794924259,0.6249833703,9.424984455e-07,1.490116119e-08,2.384185791e-07,0,-1,-1
838,1789731635513386705,0,0.01243486814,3,0.05221533403,1.748836279,15,0.005385875702,0.00850006938,2,1,32,0,0,0,243151.6406,243151.6406,0.6148411036,0.6148520708,R2,14,15,0.01201533992,3,22.50904768,0.01762574725,0.9176257472,0.01243486814,3,22.50904768,0.01762574725,0.9176257472,299.1009998,243.006,602.421,1,1,14,14,10,12,22.46897672,0.0222991351,-0.1212589219,1.613793612,0,0.2897999883,1.673836231,0.05190446228,0.003064979,-0.08659545043,1.018775174,0.8875,0.9097991351,0.8597991344,1.817465901,0.6148520708,4.842877388e-07,7.450580597e-09,1.192092896e-07,1.192092896e-07,-1,-1
