# x_m, y_m, w_tr_right_m, w_tr_left_m
-1.966754, 0.800242, 0.5597, 0.5449
-2.022726, 0.884838, 0.5504, 0.5450
-2.016973, 0.995001, 0.5386, 0.5386
-2.074132, 1.079105, 0.5593, 0.5459
-2.090715, 1.180016, 0.5598, 0.5468
-2.128372, 1.272199, 0.5606, 0.5480
-2.170924, 1.362353, 0.5619, 0.5496
-2.218841, 1.450286, 0.5636, 0.5517
-2.274053, 1.535197, 0.5658, 0.5541
-2.294870, 1.634354, 0.5685, 0.5571
-2.319881, 1.731775, 0.5718, 0.5605
-2.339552, 1.831407, 0.5755, 0.5645
-2.366885, 1.927865, 0.5798, 0.5689
-2.421231, 2.013135, 0.5846, 0.5739
-2.420604, 2.121175, 0.5899, 0.5793
-2.431628, 2.224389, 0.5957, 0.5852
-2.469689, 2.316404, 0.6019, 0.5915
-2.477737, 2.420851, 0.6086, 0.5983
-2.519919, 2.511158, 0.6157, 0.6054
-2.524379, 2.617091, 0.6231, 0.6130
-2.570500, 2.705768, 0.6308, 0.6208
-2.569538, 2.813946, 0.6389, 0.6290
-2.615398, 2.902731, 0.6473, 0.6374
-2.619960, 3.008622, 0.6559, 0.6462
-2.619954, 3.116405, 0.6647, 0.6551
-2.618123, 3.224943, 0.6267, 0.6267
-2.670461, 3.311045, 0.6430, 0.6430
-2.670179, 3.418941, 0.6928, 0.6837
-2.670017, 3.526789, 0.7026, 0.6937
-2.670001, 3.634576, 0.7127, 0.7041
-2.670000, 3.742357, 0.7230, 0.7147
-2.670000, 3.850137, 0.7336, 0.7257
-2.670000, 3.957917, 0.7445, 0.7370
-2.669987, 4.065692, 0.7557, 0.7486
-2.669531, 4.173284, 0.7672, 0.7605
-2.657071, 4.275903, 0.7789, 0.7727
-2.621687, 4.369027, 0.7910, 0.7852
-2.572169, 4.456296, 0.7370, 0.7370
-2.568447, 4.562534, 0.7808, 0.7808
-2.521281, 4.650778, 0.8284, 0.8242
-2.465968, 4.735647, 0.8412, 0.8375
-2.444026, 4.834338, 0.8540, 0.8509
-2.411550, 4.928667, 0.6420, 0.6420
-2.323085, 4.999804, 0.7226, 0.7226
-2.285395, 5.091972, 0.8922, 0.8904
-2.254078, 5.186782, 0.6684, 0.6684
-2.170037, 5.259750, 0.9072, 0.9072
-2.126670, 5.349492, 0.9281, 0.9274
-2.092542, 5.441841, 0.6703, 0.6703
-2.009552, 5.510725, 0.9495, 0.9494
-1.921598, 5.559071, 0.7606, 0.7606
-1.815368, 5.562801, 0.7519, 0.7519
-1.727756, 5.611496, 0.9763, 0.9771
-1.635621, 5.649265, 0.9836, 0.9847
-1.542838, 5.685472, 0.9900, 0.9913
-1.443474, 5.705791, 0.9390, 0.9390
-1.358658, 5.761231, 0.9999, 1.0018
-1.270890, 5.809545, 0.7036, 0.7036
-1.163019, 5.809335, 0.7135, 0.7135
-1.075033, 5.857022, 0.7625, 0.7625
-0.968394, 5.860213, 0.7223, 0.7223
-0.878916, 5.815886, 0.8891, 0.8891
-0.773689, 5.809780, 1.0032, 1.0032
-0.682593, 5.769500, 1.0027, 1.0066
-0.578890, 5.759657, 0.9991, 1.0033
-0.485917, 5.723909, 0.9944, 0.9989
-0.382413, 5.713586, 0.6994, 0.6994
-0.298498, 5.655970, 0.8488, 0.8488
-0.198489, 5.637209, 0.9748, 0.9798
-0.106174, 5.599880, 0.9664, 0.9715
-0.015699, 5.558119, 0.9571, 0.9623
0.072581, 5.510656, 0.9470, 0.9521
0.154897, 5.439695, 0.6600, 0.6600
0.186442, 5.346281, 0.7135, 0.7135
0.266973, 5.271958, 0.9117, 0.9167
0.329704, 5.190150, 0.8985, 0.9035
0.381210, 5.103703, 0.8846, 0.8896
0.427568, 5.015125, 0.8703, 0.8751
0.468639, 4.924357, 0.8555, 0.8603
0.500080, 4.829600, 0.7129, 0.7129
0.580392, 4.755086, 0.8251, 0.8298
0.626732, 4.666500, 0.8097, 0.8144
0.666023, 4.574995, 0.7943, 0.7990
0.676228, 4.471441, 0.7611, 0.7611
0.730045, 4.385953, 0.7641, 0.7690
0.782892, 4.300063, 0.5894, 0.5894
0.777767, 4.190159, 0.5751, 0.5751
0.831882, 4.104794, 0.6065, 0.6065
0.830259, 3.996342, 0.7091, 0.7148
0.830763, 3.888770, 0.6970, 0.7029
0.849809, 3.788879, 0.6857, 0.6919
0.879127, 3.693242, 0.6752, 0.6818
0.879955, 3.585792, 0.6655, 0.6724
0.880234, 3.477944, 0.6567, 0.6640
0.882698, 3.369146, 0.5810, 0.5810
0.827059, 3.284412, 0.5781, 0.5781
0.829853, 3.175474, 0.6351, 0.6434
0.829995, 3.067635, 0.6294, 0.6381
0.830000, 2.959853, 0.6244, 0.6334
0.830072, 2.852043, 0.6201, 0.6294
0.832088, 2.743427, 0.6156, 0.6156
0.779020, 2.657628, 0.6132, 0.6230
0.779801, 2.549524, 0.6105, 0.6205
0.779936, 2.441688, 0.6082, 0.6184
0.779153, 2.334233, 0.6063, 0.6166
0.756261, 2.235934, 0.6046, 0.6150
0.730881, 2.138667, 0.6031, 0.6137
0.730070, 2.031222, 0.6017, 0.6125
0.730223, 1.923379, 0.6004, 0.6114
0.731800, 1.814945, 0.5992, 0.6052
0.677541, 1.729640, 0.5978, 0.5978
0.679899, 1.620883, 0.5969, 0.6083
0.679998, 1.513061, 0.5957, 0.6073
0.680000, 1.405280, 0.5944, 0.6063
0.680000, 1.297500, 0.5932, 0.6052
0.680000, 1.189720, 0.5920, 0.6041
0.680000, 1.081939, 0.5908, 0.6030
0.680000, 0.974159, 0.5897, 0.6019
0.680000, 0.866379, 0.5886, 0.6008
0.680000, 0.758598, 0.5876, 0.5997
0.680000, 0.650818, 0.5868, 0.5987
0.680000, 0.543038, 0.5861, 0.5977
0.680000, 0.435257, 0.5856, 0.5969
0.680000, 0.327477, 0.5853, 0.5962
0.680000, 0.219697, 0.5852, 0.5957
0.680000, 0.111917, 0.5854, 0.5954
0.680000, 0.004136, 0.5857, 0.5954
0.680000, -0.103644, 0.5864, 0.5956
0.679996, -0.211423, 0.5873, 0.5961
0.679937, -0.319178, 0.5885, 0.5969
0.679187, -0.426648, 0.5901, 0.5981
0.646957, -0.521078, 0.5919, 0.5996
0.630644, -0.622102, 0.5940, 0.6015
0.630027, -0.729626, 0.5964, 0.6037
0.630005, -0.837398, 0.5992, 0.6063
0.629834, -0.945107, 0.6023, 0.6092
0.622970, -1.050044, 0.6057, 0.6125
0.580003, -1.140027, 0.6094, 0.6162
0.580044, -1.247824, 0.6134, 0.6201
0.580004, -1.355588, 0.6178, 0.6245
0.579996, -1.463365, 0.6224, 0.6291
0.579936, -1.571121, 0.6274, 0.6341
0.579247, -1.678615, 0.6326, 0.6395
0.545355, -1.772357, 0.6382, 0.6451
0.530578, -1.874016, 0.6441, 0.6511
0.530021, -1.981566, 0.6502, 0.6575
0.530001, -2.089338, 0.6567, 0.6641
0.529763, -2.197020, 0.6634, 0.6710
0.521625, -2.301429, 0.6704, 0.6783
0.480187, -2.392046, 0.6776, 0.6858
0.479714, -2.499630, 0.6851, 0.6936
0.469725, -2.603272, 0.6928, 0.7016
0.430406, -2.694766, 0.7007, 0.7098
0.430057, -2.802402, 0.7087, 0.7181
0.430005, -2.910161, 0.7169, 0.7267
0.430000, -3.017939, 0.7252, 0.7353
0.430000, -3.125719, 0.7336, 0.7440
0.430000, -3.233500, 0.7420, 0.7527
0.430000, -3.341280, 0.7505, 0.7614
0.430000, -3.449060, 0.7590, 0.7701
0.430012, -3.556845, 0.7675, 0.7787
0.430219, -3.664712, 0.7759, 0.7872
0.433296, -3.773766, 0.5652, 0.5652
0.376691, -3.858100, 0.5651, 0.5651
0.379787, -3.967163, 0.8006, 0.8119
0.379928, -4.075002, 0.8086, 0.8198
0.379425, -4.182574, 0.8165, 0.8274
0.342247, -4.274954, 0.8242, 0.8349
0.330378, -4.377818, 0.8319, 0.8422
0.329608, -4.485279, 0.8395, 0.8493
0.290280, -4.576770, 0.8470, 0.8564
0.280522, -4.680508, 0.8545, 0.8633
0.280705, -4.788364, 0.6387, 0.6387
0.227966, -4.874299, 0.6259, 0.6259
0.229368, -4.982660, 0.8776, 0.8845
0.192147, -5.075023, 0.8857, 0.8919
0.180373, -5.177927, 0.8941, 0.8996
0.179615, -5.285393, 0.9020, 0.9020
0.140175, -5.376837, 0.9120, 0.9162
0.130344, -5.480545, 0.9216, 0.9252
0.130052, -5.588204, 0.9317, 0.9346
0.127212, -5.694808, 0.7525, 0.7525
0.079286, -5.782737, 0.7074, 0.7074
0.079688, -5.890683, 0.6451, 0.6451
0.027600, -5.976888, 0.9760, 0.9770
-0.003676, -6.071714, 0.9878, 0.9883
-0.016132, -6.174335, 0.7267, 0.7267
-0.074035, -6.258131, 0.7813, 0.7813
-0.089714, -6.359417, 1.0228, 1.0223
-0.126931, -6.451781, 1.0338, 1.0330
-0.169612, -6.541882, 1.0441, 1.0431
-0.215246, -6.630760, 1.0536, 1.0523
-0.254652, -6.722212, 1.0620, 1.0605
-0.287614, -6.816264, 0.7143, 0.7143
