time_s,x_m,y_m,yaw_rad,vx_mps,vy_mps,wz_radps
1788870484.1255615,-2.9092,-5.3366,1.2192831066844816,0.4765,-0.0044,-0.0272
1788870484.1918874,-2.898,-5.3061,1.218037442058496,0.4999,-0.0029,-0.0177
1788870484.2491221,-2.8879,-5.2788,1.2175776635683764,0.5016,-0.0019,-0.0116
1788870484.316923,-2.8763,-5.2472,1.2170743527904326,0.5017,-0.0007,-0.0046
1788870484.3754003,-2.8658,-5.219,1.2170743527904326,0.5017,-0.0001,-0.0008
1788870484.4423566,-2.8545,-5.1884,1.2173103081186583,0.5017,0.0009,0.0054
1788870484.5001862,-2.8443,-5.1606,1.2173094353393918,0.5017,-0.0004,-0.0023
1788870484.567246,-2.8328,-5.1296,1.2173094353393918,0.5017,0.0,0.0
1788870484.6260617,-2.8224,-5.1013,1.2173094353393918,0.5016,0.0003,0.0015
1788870484.6921647,-2.8111,-5.0707,1.2170775878614,0.5016,-0.0005,-0.0031
1788870484.7501574,-2.8008,-5.0429,1.2170775878614,0.5016,-0.0005,-0.0031
1788870484.8166766,-2.7894,-5.0119,1.2166140091813489,0.5016,-0.0013,-0.0077
1788870484.8756955,-2.7789,-4.9836,1.216110897318112,0.5016,-0.001,-0.0062
1788870484.9420922,-2.7676,-4.953,1.215376255932169,0.5016,-0.0018,-0.0108
1788870485.000756,-2.7571,-4.9248,1.2148733650233376,0.5016,-0.0015,-0.0093
1788870485.0669742,-2.7457,-4.8942,1.2146418550167115,0.5016,-0.0004,-0.0023
1788870485.1245008,-2.7354,-4.8665,1.2148733650233376,0.5016,0.0003,0.0015
1788870485.1921546,-2.7238,-4.8354,1.2146418550167115,0.5016,-0.0001,-0.0008
1788870485.2496455,-2.7137,-4.8082,1.2148733650233376,0.5016,0.0007,0.0051
1788870485.317204,-2.702,-4.7766,1.2153771332419743,0.5016,0.0014,0.0085
1788870485.37379,-2.692,-4.7498,1.2158792269301844,0.5016,0.0009,0.0054
1788870485.4427881,-2.6805,-4.7189,1.2134074343855865,0.478,-0.0062,-0.0383
1788870485.517589,-2.6679,-4.6854,1.2092793227989462,0.4764,-0.0092,-0.0566
1788870485.5756454,-2.6579,-4.6591,1.2056612279222338,0.4763,-0.01,-0.0618
1788870485.6420925,-2.6466,-4.6298,1.201778291618675,0.4763,-0.0095,-0.0588
1788870485.7005088,-2.6364,-4.6036,1.198861378111289,0.4764,-0.0078,-0.0485
1788870485.7669158,-2.6249,-4.5743,1.1964465268795506,0.4765,-0.0059,-0.0368
1788870485.825294,-2.6146,-4.5481,1.1949916281813122,0.4765,-0.0037,-0.0228
1788870485.8920827,-2.6026,-4.5179,1.1942609345868647,0.4999,-0.002,-0.0123
1788870485.9500625,-2.5919,-4.4908,1.1942618615839484,0.5016,0.0,0.0
1788870486.0172763,-2.5795,-4.4596,1.194719314087955,0.5017,0.0015,0.0093
1788870486.0922213,-2.5657,-4.4246,1.195450212775936,0.5017,0.0014,0.0085
1788870486.1511738,-2.5547,-4.3965,1.195679095556341,0.5017,0.001,0.0062
1788870486.2175665,-2.5428,-4.3662,1.196448385240096,0.5017,0.0016,0.0101
1788870486.277944,-2.5316,-4.3377,1.1966773889972289,0.5016,0.0008,0.0046
1788870486.3425524,-2.5198,-4.3078,1.1966773889972289,0.5016,0.0,0.0
1788870486.4026551,-2.5086,-4.2793,1.1964474560620209,0.5016,-0.0009,-0.0054
1788870486.4671183,-2.4969,-4.2494,1.195678164457239,0.5016,-0.0015,-0.0093
1788870486.5426662,-2.4831,-4.2144,1.1952204357466394,0.5016,-0.0011,-0.007
1788870486.6174183,-2.4693,-4.1794,1.1947215314386657,0.5016,-0.0013,-0.0077
1788870486.677104,-2.4584,-4.1519,1.1944937181750293,0.5016,-0.0005,-0.0031
1788870486.7423594,-2.4462,-4.1211,1.1942650094016916,0.5016,-0.0009,-0.0054
1788870486.8176777,-2.4324,-4.0861,1.1942650094016916,0.5016,0.0003,0.0015
1788870486.8777933,-2.4211,-4.0576,1.1942650094016916,0.5016,0.0,0.0
1788870486.9427586,-2.4093,-4.0277,1.1944937181750293,0.5016,0.0009,0.0054
1788870487.0177426,-2.3955,-3.9927,1.1949925608100183,0.5016,0.0006,0.0039
1788870487.0924554,-2.3817,-3.9577,1.194951249208849,0.5016,0.0004,0.0023
1788870487.166702,-2.3679,-3.9227,1.195450212775936,0.5016,0.001,0.0062
1788870487.2266989,-2.3568,-3.8946,1.196448385240096,0.5016,0.0021,0.0131
1788870487.2919166,-2.3449,-3.8643,1.1971355102746026,0.5016,0.0021,0.0131
1788870487.3673263,-2.3312,-3.8292,1.1979051718285443,0.5016,0.0014,0.0085
1788870487.4277842,-2.3199,-3.8003,1.1981334472565075,0.5016,0.0007,0.0046
1788870487.4924629,-2.3084,-3.7708,1.1988632250777094,0.5016,0.002,0.0124
1788870487.5519028,-2.298,-3.7441,1.1995923182680674,0.5016,0.0016,0.0101
1788870487.617475,-2.2856,-3.7123,1.2000503070679176,0.5016,0.0015,0.0093
1788870487.6760833,-2.2747,-3.6843,1.2010512263736874,0.5016,0.0025,0.0155
1788870487.7425427,-2.2629,-3.6538,1.2020107730210934,0.5016,0.0026,0.0162
1788870487.8013597,-2.2521,-3.6257,1.2029698821257606,0.5016,0.0024,0.0147
1788870487.8669248,-2.2408,-3.5963,1.2044385065668535,0.4783,0.0035,0.0214
1788870487.9273226,-2.2305,-3.5695,1.205625766386756,0.4766,0.0036,0.0221
1788870487.9925613,-2.2191,-3.5396,1.2068519535639866,0.4998,0.0032,0.02
1788870488.0670342,-2.2058,-3.5044,1.2075828511001823,0.5016,0.001,0.0062
1788870488.1294312,-2.1945,-3.4749,1.2075828511001823,0.5017,-0.0002,-0.0015
1788870488.1927636,-2.1835,-3.4458,1.2073523508928026,0.5017,-0.0005,-0.0031
1788870488.2673051,-2.1701,-3.4106,1.2075828511001823,0.5016,0.0007,0.0046
1788870488.3429058,-2.1567,-3.3754,1.2080439666659029,0.5016,0.0022,0.0163
1788870488.4179797,-2.1372,-3.3238,1.2100146376814986,0.5016,0.0027,0.017
1788870488.5179474,-2.1262,-3.2947,1.2112495607450044,0.4954,0.0042,0.0283
1788870488.5932424,-2.1137,-3.2613,1.2131820637075104,0.4774,0.0048,0.0299
1788870488.6575565,-2.1034,-3.2336,1.2156161711897613,0.4765,0.0067,0.0426
1788870488.718011,-2.0922,-3.2031,1.2185565975115964,0.4764,0.0067,0.0414
1788870488.792391,-2.0799,-3.1696,1.2217291255061276,0.4764,0.0067,0.0412
1788870488.866933,-2.0681,-3.1368,1.224405755302445,0.4765,0.0061,0.0375
1788870488.9343936,-2.0591,-3.1117,1.2263475361825578,0.4765,0.0054,0.0331
1788870489.0049357,-2.0477,-3.0798,1.2285591812352104,0.4765,0.0052,0.0322
1788870489.0722797,-2.036,-3.047,1.2310109002658327,0.4765,0.005,0.031
1788870489.1431937,-2.0242,-3.0133,1.2331930180654764,0.4765,0.0051,0.0316
1788870489.2202451,-2.0157,-2.989,1.2349089336405406,0.4765,0.0051,0.0316
1788870489.292711,-2.0016,-2.9485,1.2378746169006736,0.4765,0.005,0.0309
1788870489.3929825,-1.9886,-2.9106,1.2403370655186463,0.4765,0.005,0.0309
1788870489.4681153,-1.9741,-2.8682,1.2432690274305884,0.4765,0.005,0.0309
1788870489.5419967,-1.9628,-2.8347,1.245501941147081,0.4765,0.005,0.0309
1788870489.6169121,-1.951,-2.7995,1.2479360328077433,0.4765,0.0065,0.042
1788870489.6920536,-1.9393,-2.7642,1.2514301106949606,0.4765,0.0071,0.0444
1788870489.7683256,-1.9283,-2.7307,1.2546191051705138,0.4765,0.0072,0.0448
1788870489.8430736,-1.9172,-2.6967,1.2580863345721047,0.4765,0.0074,0.0456
1788870489.9174993,-1.9063,-2.6626,1.2615599357491176,0.4765,0.0072,0.0448
1788870489.9924977,-1.8955,-2.6286,1.2647649812707766,0.4765,0.007,0.0434
1788870490.0679977,-1.8848,-2.5944,1.2687276808481764,0.4764,0.0088,0.0544
1788870490.1431408,-1.8746,-2.5615,1.2737302511709427,0.4523,0.0107,0.0663
1788870490.217692,-1.8648,-2.5291,1.278946579597026,0.4512,0.0114,0.0704
1788870490.29333,-1.8552,-2.4967,1.2841720948971362,0.4511,0.0113,0.0697
1788870490.3676255,-1.8454,-2.4629,1.2886815813203623,0.4753,0.0095,0.0587
1788870490.443702,-1.8356,-2.4286,1.2936926916383582,0.4763,0.0108,0.0669
1788870490.5176232,-1.8261,-2.395,1.298723713546714,0.4522,0.0115,0.0726
1788870490.5921152,-1.8173,-2.3627,1.304764462632026,0.4511,0.0131,0.0808
1788870490.6679718,-1.8081,-2.3288,1.3092847438188446,0.4753,0.0098,0.0609
1788870490.742783,-1.799,-2.2942,1.3133015642655648,0.4764,0.0088,0.0544
1788870490.8174636,-1.7898,-2.2592,1.3158153601147187,0.4766,0.0047,0.0279
1788870490.9057791,-1.7807,-2.2238,1.3175945412221297,0.4933,0.0019,0.0114
1788870490.9932382,-1.7711,-2.1866,1.3186404390979827,0.5014,0.0012,0.0058
1788870491.0677428,-1.7597,-2.1424,1.3188561264612315,0.5017,0.0009,0.0054
1788870491.1271117,-1.7513,-2.1098,1.319876276369617,0.5017,0.0027,0.017
1788870491.1924067,-1.7435,-2.0793,1.321142941315413,0.4889,0.0043,0.0271
1788870491.2667143,-1.7347,-2.0443,1.32318119562447,0.4771,0.0043,0.0265
1788870491.342454,-1.7259,-2.0096,1.3252176734325085,0.4765,0.0044,0.0272
1788870491.4005888,-1.719,-1.9819,1.3277473946013019,0.4764,0.0069,0.0434
1788870491.467636,-1.7115,-1.9513,1.330561386201406,0.4764,0.0071,0.0441
1788870491.5426753,-1.7032,-1.9171,1.3335981156058074,0.4765,0.0068,0.0419
1788870491.6011045,-1.6965,-1.8893,1.336141489160367,0.4765,0.0065,0.0404
1788870491.6671932,-1.6894,-1.8591,1.3387129102949566,0.4765,0.0062,0.0382
1788870491.724598,-1.6831,-1.8326,1.3407357319748563,0.4765,0.0059,0.0368
1788870491.792493,-1.6758,-1.8011,1.343038756588186,0.4765,0.0057,0.0353
1788870491.8672469,-1.6678,-1.7662,1.3455944217299343,0.4765,0.0055,0.0338
1788870491.9256527,-1.6617,-1.7397,1.3476523124483109,0.4765,0.0055,0.0338
1788870491.9925058,-1.6546,-1.7081,1.3507153658983615,0.4765,0.0074,0.0456
1788870492.051636,-1.6485,-1.6802,1.3543130293143002,0.4764,0.0099,0.061
1788870492.1171117,-1.6419,-1.6499,1.3565994446899765,0.4765,0.0059,0.0368
1788870492.1761618,-1.6358,-1.6219,1.3599595317510127,0.4764,0.0091,0.0566
1788870492.2426493,-1.6294,-1.5916,1.3633160932038018,0.4765,0.0078,0.0485
1788870492.299663,-1.624,-1.5655,1.3674245655919983,0.4533,0.012,0.0742
1788870492.367953,-1.618,-1.5358,1.3720921831282713,0.4512,0.0112,0.069
1788870492.4261537,-1.6125,-1.5083,1.3759440032474695,0.4742,0.0109,0.0674
1788870492.4923937,-1.6066,-1.4779,1.3798405289354445,0.4763,0.0091,0.0566
1788870492.5502596,-1.6013,-1.4503,1.3824417150593467,0.4765,0.0075,0.0463
1788870492.6171358,-1.5955,-1.4194,1.3847626861064966,0.4766,0.0054,0.0338
1788870492.6750214,-1.5904,-1.3922,1.3863453431803194,0.4766,0.0041,0.0257
1788870492.7422616,-1.5843,-1.3597,1.3873662666640507,0.5,0.0025,0.0154
1788870492.8013294,-1.5788,-1.3296,1.387878902387489,0.5016,0.0017,0.0108
1788870492.8675117,-1.573,-1.298,1.388671367331509,0.5017,0.0017,0.0108
1788870492.9250462,-1.5676,-1.2689,1.388927426731667,0.5017,0.0009,0.0054
1788870492.9922833,-1.5616,-1.2363,1.3899580628482324,0.5017,0.0026,0.0162
1788870493.0670714,-1.5551,-1.2006,1.3918097851965139,0.4777,0.0038,0.0236
1788870493.1240993,-1.5503,-1.1738,1.3931132719426875,0.4766,0.0034,0.0213
1788870493.1926985,-1.5446,-1.1419,1.3943993533280596,0.4765,0.0034,0.0213
1788870493.253755,-1.5395,-1.1128,1.396503936590883,0.4765,0.0056,0.0345
1788870493.3172364,-1.5343,-1.0832,1.3991046054228782,0.4765,0.0067,0.0412
1788870493.3782208,-1.5293,-1.054,1.4014671854753507,0.4765,0.0059,0.0368
1788870493.442447,-1.5243,-1.0244,1.403556776380604,0.4765,0.0056,0.0345
1788870493.5174325,-1.5184,-0.9892,1.4061878686144733,0.4765,0.0053,0.0331
1788870493.576403,-1.5137,-0.9609,1.4080230859486285,0.4765,0.0052,0.0323
1788870493.642318,-1.5088,-0.9304,1.4106388894596995,0.4765,0.0064,0.0397
1788870493.7003548,-1.5043,-0.9026,1.4127382862523237,0.4765,0.0057,0.0353
1788870493.7672498,-1.4994,-0.8715,1.4148356159795612,0.4765,0.0055,0.0338
1788870493.8254445,-1.4952,-0.8442,1.4166789289345498,0.4765,0.0051,0.0316
1788870493.892606,-1.4903,-0.8126,1.4187844575750543,0.4765,0.005,0.0309
1788870493.9523513,-1.486,-0.7843,1.4206509236982927,0.4765,0.0049,0.0301
1788870494.017442,-1.4814,-0.7537,1.4224800353256875,0.4766,0.0049,0.0301
1788870494.0930293,-1.4761,-0.7178,1.4248728897191605,0.4765,0.005,0.0309
1788870494.1672933,-1.4708,-0.6816,1.4261928997843751,0.5005,0.0025,0.0154
1788870494.2426403,-1.4654,-0.6444,1.4269789743688033,0.5017,0.0017,0.0108
1788870494.3027828,-1.4611,-0.6146,1.4275029104666659,0.5017,0.0017,0.0108
1788870494.3676517,-1.4566,-0.5833,1.4291035532442147,0.4784,0.0038,0.0236
1788870494.4423785,-1.4516,-0.5479,1.4309597380072967,0.4766,0.0042,0.0257
1788870494.5013487,-1.4477,-0.5196,1.4328175897911788,0.4765,0.0056,0.0359
1788870494.567086,-1.4435,-0.4889,1.4354669434079066,0.4764,0.0069,0.0426
1788870494.6422727,-1.4387,-0.4534,1.4389287181853612,0.4765,0.007,0.0434
1788870494.702964,-1.435,-0.4246,1.4415862716429433,0.4765,0.0071,0.0441
1788870494.7666225,-1.4311,-0.3943,1.4442431094050125,0.4765,0.007,0.0434
1788870494.8428826,-1.4266,-0.3589,1.4474544071571316,0.4765,0.0068,0.0419
1788870494.9173946,-1.4223,-0.3234,1.449857909315908,0.4765,0.005,0.0309
1788870494.9915755,-1.418,-0.2879,1.4517124029907003,0.4766,0.0043,0.0265
1788870495.0681057,-1.4138,-0.2524,1.4536047126391822,0.4766,0.0038,0.0235
1788870495.1424854,-1.4097,-0.2168,1.455185972825583,0.4766,0.0039,0.0243
1788870495.2172914,-1.4056,-0.1813,1.4570659811900155,0.4766,0.004,0.025
1788870495.2764666,-1.4024,-0.1529,1.458680849809572,0.4766,0.0044,0.0272
1788870495.3427956,-1.399,-0.1221,1.4610979864194489,0.4765,0.0056,0.0345
1788870495.4179506,-1.3951,-0.0865,1.4637854685171796,0.4765,0.0061,0.0375
1788870495.491899,-1.3914,-0.051,1.4667444731424266,0.4765,0.0063,0.039
1788870495.5673945,-1.3877,-0.0154,1.469707907387416,0.4765,0.0064,0.0397
1788870495.6269603,-1.3848,0.0135,1.4718693001936558,0.4765,0.0058,0.036
1788870495.6922967,-1.3819,0.0439,1.4742977588707045,0.4765,0.0056,0.0345
1788870495.7530231,-1.3791,0.0733,1.4761820184547036,0.4765,0.0053,0.0331
1788870495.8173547,-1.3763,0.1032,1.4783628998540392,0.4765,0.0052,0.0323
1788870495.8756344,-1.3737,0.1308,1.4799690377434125,0.4765,0.0051,0.0316
1788870495.9425452,-1.3709,0.1626,1.482141486728104,0.4765,0.0052,0.0323
1788870496.0003357,-1.3684,0.1911,1.4840456208243638,0.4766,0.004,0.0227
1788870496.0672462,-1.3657,0.222,1.4853982548298295,0.4766,0.0034,0.0213
1788870496.1254911,-1.3633,0.2514,1.4867552275032934,0.4995,0.0031,0.0194
1788870496.1918972,-1.3605,0.2839,1.4878387703094504,0.5016,0.0031,0.0193
1788870496.2503142,-1.3582,0.3125,1.4894851489884835,0.4789,0.0044,0.0273
1788870496.3172112,-1.3557,0.3439,1.4916671486673854,0.4767,0.005,0.0309
1788870496.3762474,-1.3535,0.3719,1.4932971667006927,0.4765,0.005,0.0309
1788870496.4423838,-1.3511,0.4033,1.495472892426149,0.4765,0.0051,0.0316
1788870496.502694,-1.3489,0.4328,1.4979337352473288,0.4765,0.0062,0.0382
1788870496.5675619,-1.3468,0.4627,1.500392971408076,0.4765,0.0066,0.0412
1788870496.6263752,-1.3448,0.4913,1.5028500841668562,0.4765,0.0064,0.0397
1788870496.692428,-1.3428,0.5222,1.5053195573529736,0.4765,0.0062,0.0382
1788870496.7518358,-1.3409,0.5512,1.507509118848026,0.4765,0.0058,0.036
1788870496.8176513,-1.339,0.5817,1.5097098865847352,0.4765,0.0056,0.0345
1788870496.892398,-1.3369,0.6174,1.5127363869159602,0.4765,0.0064,0.0397
1788870496.9531176,-1.3352,0.6469,1.5152051583869235,0.4765,0.0063,0.0384
1788870497.0172658,-1.3336,0.6769,1.5176889974767562,0.4765,0.0062,0.0382
1788870497.092856,-1.3318,0.7126,1.5204442977163652,0.4765,0.0058,0.036
1788870497.1517887,-1.3304,0.7416,1.522375488433968,0.4765,0.0055,0.0338
1788870497.2175481,-1.3289,0.7721,1.5243150347248047,0.4766,0.0047,0.0294
1788870497.2925384,-1.3273,0.8078,1.5262500475098093,0.4766,0.0043,0.0265
1788870497.367449,-1.3258,0.8435,1.528746731641722,0.4765,0.0052,0.0323
1788870497.4431453,-1.3243,0.8793,1.5312362410951483,0.4765,0.0053,0.0331
1788870497.5174913,-1.323,0.915,1.5340111475866296,0.4765,0.0064,0.0397
1788870497.5923386,-1.3217,0.9507,1.537073004295002,0.4765,0.0063,0.039
1788870497.6676917,-1.3206,0.9865,1.540413327189683,0.4765,0.0072,0.0448
1788870497.726217,-1.3198,1.0151,1.5429224544299602,0.4765,0.0071,0.0441
1788870497.7922144,-1.319,1.046,1.5457142152590162,0.4765,0.0065,0.0404
1788870497.850937,-1.3183,1.0746,1.54795381604034,0.4765,0.0058,0.036
1788870497.9177446,-1.3176,1.1056,1.5499081703325865,0.4765,0.005,0.0309
1788870497.9921772,-1.3169,1.1414,1.5524294687410058,0.4765,0.0056,0.0346
1788870498.0673187,-1.3163,1.1771,1.5549540642232411,0.4765,0.0055,0.0338
1788870498.1287522,-1.3159,1.2072,1.5569199134690448,0.4766,0.0047,0.0294
1788870498.1931672,-1.3155,1.2367,1.5588877496356175,0.4765,0.0055,0.0338
1788870498.2519393,-1.3152,1.2658,1.5608575474064412,0.4765,0.0051,0.0316
1788870498.317372,-1.315,1.2963,1.5625475439972027,0.4766,0.0045,0.0279
1788870498.3756356,-1.3148,1.3244,1.5645210422345324,0.4765,0.0052,0.0322
1788870498.441915,-1.3146,1.3559,1.5667794520003957,0.4765,0.0051,0.0316
1788870498.5172796,-1.3145,1.3917,1.5693176524339285,0.4765,0.0059,0.0368
1788870498.5932834,-1.3146,1.4274,1.5727135567219963,0.4765,0.0072,0.0448
1788870498.6678026,-1.3147,1.4637,1.576115213648471,0.4765,0.007,0.0434
1788870498.7430506,-1.315,1.4989,1.5798055298895253,0.4765,0.0078,0.0485
1788870498.817665,-1.3154,1.5347,1.583789869063031,0.4764,0.0087,0.0537
1788870498.8926795,-1.316,1.5704,1.587495389078064,0.4764,0.0081,0.05
1788870498.9563596,-1.3165,1.6019,1.5909217400675366,0.4765,0.008,0.0487
1788870499.0180423,-1.3172,1.6305,1.5937802376445263,0.4765,0.0077,0.0478
1788870499.0930305,-1.3181,1.6662,1.5975040804752114,0.4764,0.0081,0.05
1788870499.1684518,-1.3191,1.7015,1.6009473674675065,0.4765,0.0074,0.0456
1788870499.242748,-1.3203,1.7372,1.6052641920159065,0.4764,0.0093,0.0573
1788870499.3174226,-1.3216,1.7729,1.6092969993503385,0.4764,0.0089,0.0551
1788870499.3929064,-1.3231,1.8086,1.6136279791659864,0.4764,0.0094,0.0581
1788870499.4869168,-1.3248,1.8462,1.6185523600126297,0.4763,0.0104,0.0658
1788870499.5175738,-1.3255,1.8596,1.6202908047720643,0.4735,0.011,0.0691
1788870499.5801044,-1.3272,1.8916,1.6252284051604262,0.4523,0.0107,0.0663
1788870499.642623,-1.3291,1.9245,1.6301894781314858,0.4512,0.0113,0.0697
1788870499.7182674,-1.3312,1.9583,1.6354423286522177,0.4512,0.011,0.0683
1788870499.7920303,-1.3335,1.9921,1.6407131187952,0.4512,0.0114,0.0704
1788870499.8680642,-1.336,2.0258,1.6460039316223798,0.4512,0.0117,0.0724
1788870499.942667,-1.3387,2.0596,1.6516082115994355,0.4511,0.0123,0.0759
1788870500.017646,-1.3415,2.0933,1.6575109968171857,0.4511,0.0127,0.0787
1788870500.0759277,-1.344,2.1203,1.6625387562578406,0.4511,0.0132,0.0815
1788870500.1423376,-1.3468,2.1495,1.6673005291997025,0.4512,0.0119,0.0738
1788870500.2004068,-1.3494,2.176,1.6717623510263784,0.4512,0.0118,0.0731
1788870500.2673051,-1.3525,2.2056,1.6768393724004185,0.4511,0.0125,0.0773
1788870500.3259974,-1.3555,2.2325,1.6816357002548539,0.4511,0.0128,0.0794
1788870500.3927941,-1.3588,2.2617,1.687041371221923,0.4511,0.0136,0.0843
1788870500.4503908,-1.3617,2.2854,1.6915627599619774,0.451,0.0141,0.0871
1788870500.5174012,-1.3657,2.3177,1.6982095462100724,0.4509,0.0149,0.092
1788870500.578217,-1.3694,2.3454,1.7039796399129599,0.4509,0.0152,0.0941
1788870500.6420944,-1.3733,2.3735,1.7103705742901185,0.4508,0.016,0.0989
1788870500.7007232,-1.3772,2.4003,1.7164786381553334,0.4508,0.0163,0.101
1788870500.767576,-1.3816,2.4293,1.7232072470085709,0.4507,0.017,0.1052
1788870500.8257265,-1.3856,2.4551,1.7299906401228797,0.4274,0.0177,0.1097
1788870500.8923717,-1.3902,2.4824,1.737402378347717,0.4254,0.0186,0.1152
1788870500.9528828,-1.3946,2.508,1.7448625557663213,0.4252,0.0201,0.1244
1788870501.0174994,-1.3995,2.5347,1.753276795844827,0.4251,0.0208,0.129
1788870501.0758035,-1.4042,2.5594,1.7611335025943593,0.4249,0.022,0.1363
1788870501.1423404,-1.4097,2.5869,1.7708819812258223,0.4247,0.0237,0.1468
1788870501.2011428,-1.4148,2.6114,1.7794287013728078,0.4247,0.0235,0.1455
1788870501.2672389,-1.4208,2.6388,1.7890117347628294,0.4248,0.0234,0.1448
1788870501.3254278,-1.4265,2.6637,1.7976738918784765,0.4248,0.0235,0.1455
1788870501.392209,-1.4329,2.6906,1.8066814240059286,0.425,0.0221,0.1369
1788870501.4522374,-1.4391,2.7157,1.8154177003906689,0.4249,0.023,0.1422
1788870501.5173223,-1.4458,2.7421,1.8248551056104907,0.4247,0.0238,0.1475
1788870501.577337,-1.4523,2.7662,1.8334365488960165,0.4014,0.0227,0.1406
1788870501.642747,-1.4591,2.7909,1.842638474326693,0.3996,0.0231,0.1432
1788870501.7177043,-1.4674,2.8197,1.8542409083733495,0.3993,0.0248,0.1537
1788870501.7919853,-1.476,2.8484,1.865633747483681,0.3994,0.0245,0.1518
1788870501.867741,-1.4849,2.877,1.8774585182075911,0.3992,0.0257,0.1593
1788870501.9737854,-1.4958,2.9102,1.8927820125102899,0.3873,0.0311,0.1966
1788870502.0174901,-1.5011,2.9258,1.9017051226432582,0.3584,0.0338,0.2097
1788870502.092156,-1.5104,2.9519,1.918342810139803,0.3281,0.0355,0.2192
1788870502.1685688,-1.5205,2.9785,1.9376193796388657,0.3203,0.0362,0.225
1788870502.2511582,-1.5291,3.0002,1.953988600988845,0.3198,0.0375,0.2352
1788870502.3183463,-1.5379,3.0211,1.9708815458221713,0.3195,0.0388,0.2406
1788870502.393367,-1.5484,3.0451,1.9905528378843917,0.3195,0.0389,0.2406
1788870502.4674373,-1.5583,3.0666,2.008336194365153,0.3196,0.0386,0.239
1788870502.5425992,-1.5688,3.0882,2.0262581773531134,0.3197,0.0385,0.2385
1788870502.6177442,-1.5783,3.107,2.04456427172406,0.2693,0.0386,0.2387
1788870502.6929264,-1.5884,3.1261,2.062822958179831,0.2927,0.04,0.2477
1788870502.7672622,-1.5998,3.1466,2.0808163743840247,0.3186,0.0396,0.2456
1788870502.8255532,-1.6094,3.1633,2.093874761727997,0.3211,0.0345,0.2137
1788870502.8921132,-1.6206,3.1823,2.106325933369337,0.3463,0.0314,0.1948
1788870502.9528098,-1.6324,3.2019,2.1165407976470045,0.3954,0.0287,0.1784
1788870503.0174565,-1.646,3.2239,2.126720169771075,0.3996,0.0245,0.1524
1788870503.0768418,-1.6594,3.2451,2.1345352811919636,0.4235,0.0216,0.1345
1788870503.1422417,-1.6743,3.2684,2.1424749275567962,0.4255,0.0197,0.1224
1788870503.217451,-1.6917,3.2951,2.151216376658586,0.4257,0.0185,0.1152
1788870503.2762063,-1.7058,3.3164,2.158096356379703,0.4256,0.0186,0.1152
1788870503.3417366,-1.7213,3.3394,2.1662178775837733,0.4254,0.0202,0.1251
1788870503.3998444,-1.7355,3.3601,2.1746012253877955,0.425,0.0228,0.1416
1788870503.4673462,-1.7427,3.3706,2.1814134861401726,0.001,0.0,0.0
1788870503.542744,-1.7426,3.3705,2.1813817232759884,-0.0019,-0.0001,0.0
1788870503.6006513,-1.7426,3.3704,2.1813614554779157,-0.0014,0.0,0.0
1788870503.667231,-1.7476,3.3777,2.193057873032748,0.202,0.0421,0.2632
1788870503.7422333,-1.7571,3.3903,2.2133273988027704,0.2129,0.0441,0.2724
1788870503.8000648,-1.7648,3.4003,2.229471404925349,0.2132,0.044,0.272
1788870503.867509,-1.7736,3.4113,2.246620404153631,0.2142,0.0421,0.2608
1788870503.9245577,-1.782,3.4215,2.2613741850692164,0.2389,0.0425,0.2637
1788870503.9918342,-1.7927,3.434,2.2779349289804522,0.242,0.0393,0.2437
1788870504.0673003,-1.8056,3.4488,2.29529639056197,0.268,0.0382,0.2369
1788870504.126292,-1.8172,3.4615,2.3090703894102993,0.2933,0.0374,0.2323
1788870504.1925306,-1.831,3.4764,2.323034724093697,0.32,0.0351,0.2181
1788870504.2677076,-1.8487,3.4949,2.3377952384246803,0.3467,0.0324,0.201
1788870504.3233414,-1.8627,3.5092,2.3478999968917575,0.3714,0.0298,0.1851
1788870504.3919992,-1.882,3.5286,2.35890299020072,0.3985,0.0254,0.1583
1788870504.4513268,-1.8993,3.5455,2.365920155475752,0.4268,0.0168,0.0963
1788870504.51717,-1.9206,3.5662,2.3725635919861667,0.45,0.016,0.1001
1788870504.576228,-1.9401,3.585,2.37625567845896,0.4745,0.0101,0.063
1788870504.642527,-1.9632,3.6071,2.3784093438275353,0.4768,0.005,0.0316
1788870504.6998937,-1.9838,3.6268,2.3779312667361103,0.4996,-0.0016,-0.0092
1788870504.7673879,-2.0072,3.6493,2.375448849360933,0.4783,-0.006,-0.0368
1788870504.8257573,-2.0278,3.6692,2.3716211157390377,0.4766,-0.011,-0.0676
1788870504.8921661,-2.0492,3.6901,2.366132676033155,0.4528,-0.0136,-0.0839
1788870504.9501233,-2.0672,3.7079,2.36044150472125,0.4509,-0.0167,-0.1031
1788870505.0173817,-2.0883,3.729,2.3527621581764913,0.4267,-0.0178,-0.1095
1788870505.075797,-2.1059,3.747,2.345434258224371,0.4252,-0.0202,-0.1251
1788870505.1420228,-2.1254,3.7671,2.3366045319876725,0.425,-0.0216,-0.1336
1788870505.1999507,-2.1427,3.7853,2.328391746498585,0.4248,-0.0229,-0.1421
1788870505.2673604,-2.1618,3.8058,2.3189425342164496,0.4248,-0.023,-0.1422
1788870505.3244212,-2.1785,3.824,2.3105689227267203,0.4248,-0.0233,-0.1442
