time_s,x_m,y_m,yaw_rad,vx_mps,vy_mps,wz_radps
1788870576.4677148,0.0536,-7.8639,1.2924462177562068,0.4765,0.0065,0.0404
1788870576.5427935,0.0634,-7.8295,1.295943050741548,0.4765,0.0076,0.0471
1788870576.6173155,0.073,-7.7951,1.2992026222099091,0.4765,0.0068,0.0419
1788870576.692079,0.0825,-7.7606,1.3022235125235457,0.4765,0.0065,0.0404
1788870576.7677526,0.0919,-7.7261,1.3052480650322769,0.4765,0.0068,0.0419
1788870576.8301616,0.0999,-7.6967,1.3080328552397786,0.4765,0.0066,0.0412
1788870576.8928385,0.1074,-7.6686,1.3107897773846904,0.4765,0.0071,0.0441
1788870576.9680207,0.1164,-7.6345,1.3140686116013724,0.4765,0.0075,0.0473
1788870577.0321097,0.1244,-7.6036,1.3171108655097403,0.4765,0.0076,0.047
1788870577.0947912,0.1314,-7.5763,1.3198805245171232,0.4765,0.0076,0.0471
1788870577.166744,0.1392,-7.5458,1.3226837756148515,0.4765,0.0071,0.0449
1788870577.2431397,0.1479,-7.5112,1.326232919685634,0.4765,0.0078,0.0485
1788870577.3282073,0.158,-7.47,1.330561386201406,0.4765,0.0078,0.0485
1788870577.399301,0.1667,-7.4343,1.334372559315352,0.4765,0.0071,0.042
1788870577.4702442,0.1748,-7.4004,1.3371614207261224,0.4765,0.0063,0.0389
1788870577.5534441,0.1831,-7.3652,1.3402369093668942,0.4765,0.0066,0.0412
1788870577.6169572,0.1905,-7.3331,1.343038756588186,0.4765,0.0066,0.0412
1788870577.693128,0.1986,-7.2983,1.3453442842887229,0.4766,0.0046,0.0287
1788870577.767518,0.2066,-7.263,1.3481532924002309,0.4765,0.0051,0.0296
1788870577.842376,0.2144,-7.2285,1.350208823745484,0.4766,0.0045,0.0279
1788870577.9037662,0.2209,-7.1992,1.3519927869704669,0.4766,0.0045,0.0285
1788870577.9675114,0.2273,-7.1704,1.353527123950204,0.4766,0.0046,0.0287
1788870578.0285063,0.2333,-7.1429,1.3555926592963605,0.4765,0.005,0.0309
1788870578.0929894,0.2401,-7.1117,1.3576334907172638,0.4765,0.0052,0.0323
1788870578.1681023,0.2475,-7.0772,1.3602337948209768,0.4765,0.0053,0.0331
1788870578.242118,0.2549,-7.0422,1.3627846913702253,0.4765,0.0061,0.0375
1788870578.3170435,0.2622,-7.0072,1.365896942146548,0.4765,0.0062,0.0382
1788870578.3766,0.268,-6.9792,1.367948630907036,0.4765,0.0061,0.0375
1788870578.442773,0.2742,-6.9488,1.3705348902935888,0.4765,0.0063,0.039
1788870578.517197,0.2812,-6.9138,1.3733789965858467,0.4765,0.0058,0.036
1788870578.5923796,0.2882,-6.8787,1.3756889516092607,0.4765,0.0052,0.0323
1788870578.6673985,0.295,-6.8441,1.3782854777281217,0.4765,0.0055,0.0338
1788870578.7321732,0.3011,-6.8122,1.3800952706186795,0.4766,0.0042,0.0257
1788870578.8030663,0.3072,-6.7809,1.3819302628776364,0.4766,0.0045,0.0286
1788870578.8676653,0.313,-6.7499,1.3837432738624769,0.4766,0.0046,0.0287
1788870578.9426825,0.3196,-6.7148,1.3858140162915795,0.4766,0.0043,0.0265
1788870579.0034103,0.3249,-6.6867,1.387374410353228,0.4766,0.0042,0.0257
1788870579.0674963,0.3305,-6.6562,1.3891925340943525,0.4765,0.0049,0.0301
1788870579.1427038,0.3369,-6.621,1.391548955367985,0.4766,0.0047,0.0294
1788870579.21772,0.3432,-6.5858,1.3936236728991078,0.4766,0.0047,0.0294
1788870579.2922504,0.3495,-6.5506,1.3957049935261667,0.4766,0.0043,0.0265
1788870579.3505843,0.3543,-6.5229,1.3975529839745227,0.4766,0.0047,0.0294
1788870579.4177408,0.3597,-6.4919,1.3990998642918007,0.4766,0.0043,0.0265
1788870579.4927924,0.3658,-6.4567,1.4009287936951358,0.4766,0.0039,0.0243
1788870579.5530357,0.3707,-6.428,1.4025008853815886,0.4766,0.0043,0.0265
1788870579.6174438,0.3758,-6.3979,1.4043543412338593,0.4766,0.0042,0.0257
1788870579.6923535,0.3819,-6.3614,1.4056404417955906,0.5005,0.0031,0.0193
1788870579.751359,0.3868,-6.3317,1.4066977926982072,0.5016,0.0024,0.0147
1788870579.817339,0.3919,-6.3005,1.4080227033327162,0.4783,0.0036,0.0221
1788870579.8759093,0.3965,-6.2723,1.4090523857672868,0.4994,0.0031,0.0193
1788870579.9419234,0.4019,-6.2392,1.4103709733423448,0.5015,0.0032,0.0201
1788870580.017029,0.4079,-6.202,1.4119541159385485,0.5017,0.0031,0.0193
1788870580.0796874,0.4128,-6.1713,1.4129939864027499,0.5017,0.003,0.0186
1788870580.1431673,0.4177,-6.1401,1.4143353069162896,0.5016,0.0029,0.0178
1788870580.2176132,0.4236,-6.1029,1.415636889070403,0.5016,0.0027,0.017
1788870580.2929602,0.4294,-6.0657,1.4166785695322748,0.5016,0.0026,0.0162
1788870580.3676775,0.435,-6.0293,1.4182667074412008,0.4777,0.0036,0.0222
1788870580.442586,0.4401,-5.9953,1.4201327013311322,0.4765,0.0038,0.0234
1788870580.5178564,0.4456,-5.959,1.421699874472842,0.4765,0.0035,0.0213
1788870580.6001036,0.4512,-5.9218,1.423545364748682,0.4793,0.0033,0.02
1788870580.6682022,0.4563,-5.887,1.4248646207249642,0.5005,0.0029,0.0165
1788870580.7428489,0.4617,-5.8498,1.4261971879890534,0.5016,0.0028,0.0175
1788870580.817279,0.4671,-5.813,1.4275071996342197,0.5017,0.0029,0.0178
1788870580.8782802,0.4715,-5.7822,1.4282939232828242,0.5017,0.0025,0.0155
1788870580.9428666,0.4761,-5.7499,1.4293619762892178,0.5016,0.0025,0.0155
1788870581.017088,0.4814,-5.7126,1.4304121075808005,0.5016,0.0024,0.0147
1788870581.0925436,0.4862,-5.6783,1.4314811601150053,0.5016,0.0021,0.0132
1788870581.1535392,0.4907,-5.646,1.4322877680413286,0.5016,0.0021,0.0132
1788870581.2176535,0.4952,-5.6137,1.433076215609563,0.5016,0.0021,0.0132
1788870581.2927382,0.5003,-5.5764,1.4341464202610072,0.5016,0.002,0.0124
1788870581.3670208,0.5054,-5.5391,1.4346727618229758,0.5016,0.0011,0.007
1788870581.4255884,0.5094,-5.5103,1.4349359970558195,0.5016,0.0009,0.0054
1788870581.4922256,0.5139,-5.477,1.4351992752582512,0.5016,0.0007,0.0046
1788870581.5677545,0.519,-5.4397,1.435725960576793,0.5016,0.001,0.0062
1788870581.6274135,0.5231,-5.4094,1.4362704748229749,0.5016,0.0021,0.0142
1788870581.6926816,0.5274,-5.3775,1.4373245792357996,0.5016,0.0026,0.0162
1788870581.767162,0.5324,-5.3402,1.438643176385205,0.5016,0.0031,0.0193
1788870581.8303363,0.5364,-5.3099,1.439984112375246,0.4785,0.0033,0.0207
1788870581.892413,0.5403,-5.28,1.4413217540862597,0.4766,0.0033,0.0206
1788870581.9676225,0.545,-5.2438,1.4423704844898637,0.5004,0.0022,0.0139
1788870582.0431597,0.5498,-5.2065,1.4428992985037938,0.5016,0.0015,0.0093
1788870582.118018,0.5546,-5.1691,1.4434450741572962,0.5017,0.0007,0.0046
1788870582.1928697,0.5594,-5.1318,1.4434450741572962,0.5017,0.0001,0.0008
1788870582.2674487,0.5642,-5.0945,1.4434450741572962,0.5016,0.0,0.0
1788870582.3427713,0.5689,-5.0571,1.4434282842823691,0.5016,0.0002,0.0015
1788870582.4177973,0.5737,-5.0198,1.4439741679128546,0.5016,0.0007,0.0046
1788870582.4932487,0.5785,-4.9825,1.4445034333668325,0.5016,0.0014,0.0085
1788870582.5675616,0.5832,-4.9451,1.4455790092996297,0.5016,0.002,0.0124
1788870582.642261,0.5879,-4.9078,1.4463736484040783,0.5016,0.0019,0.0116
1788870582.7180455,0.5925,-4.8704,1.4471686736936822,0.5016,0.0019,0.0116
1788870582.7925887,0.5971,-4.8331,1.4479800399894682,0.5016,0.0016,0.0101
1788870582.868269,0.6017,-4.7957,1.4487918787551146,0.5016,0.0015,0.0093
1788870582.9424372,0.6063,-4.7583,1.449322497294506,0.5016,0.0012,0.0077
1788870583.0177138,0.6108,-4.721,1.4498532873303684,0.5016,0.0012,0.0077
1788870583.0927687,0.6153,-4.6841,1.4503842488629344,0.5016,0.0011,0.007
1788870583.1529758,0.6189,-4.6542,1.4506497939404555,0.5016,0.0011,0.007
1788870583.2175107,0.6229,-4.6213,1.4511810127177245,0.5016,0.0011,0.007
1788870583.292881,0.6274,-4.584,1.4517124029907003,0.5016,0.0011,0.007
1788870583.3670206,0.6318,-4.5466,1.4522439647583514,0.5016,0.0012,0.0077
1788870583.4428084,0.6363,-4.5093,1.4527913442535785,0.5016,0.0011,0.007
1788870583.5182753,0.6407,-4.4719,1.4533231839645009,0.5016,0.0011,0.007
1788870583.5930545,0.6451,-4.4345,1.4538551950900334,0.5016,0.0011,0.007
1788870583.6673574,0.6495,-4.3966,1.4541212649325164,0.5016,0.0005,0.0031
1788870583.7428086,0.6538,-4.3598,1.4541212649325164,0.5016,0.0002,0.0015
1788870583.8183231,0.6582,-4.3224,1.454402824431075,0.5016,0.0002,0.0015
1788870583.892851,0.6626,-4.285,1.4543873776276917,0.5016,0.0004,0.0023
1788870583.9677086,0.667,-4.2476,1.4549351131277617,0.5016,0.0009,0.0054
1788870584.042912,0.6713,-4.2102,1.45546757315576,0.5016,0.0012,0.0077
1788870584.1172361,0.6756,-4.1728,1.4560154513065755,0.5016,0.0009,0.0054
1788870584.192851,0.6799,-4.1354,1.4562665844360405,0.5016,0.0009,0.0054
1788870584.267492,0.6842,-4.098,1.456814621354813,0.5016,0.001,0.0062
1788870584.3277404,0.6876,-4.0681,1.4573476154410152,0.5016,0.0012,0.0077
1788870584.392639,0.6913,-4.0357,1.4578807807648375,0.5016,0.0015,0.0093
1788870584.4680517,0.6955,-3.9983,1.458680849809572,0.5016,0.0017,0.0108
1788870584.5425475,0.6997,-3.9609,1.4589625070068704,0.5016,0.0005,0.0031
1788870584.6185062,0.7039,-3.9235,1.4589476251040627,0.5016,0.0001,0.0008
1788870584.6926858,0.7081,-3.8861,1.4586765246231066,0.5016,-0.0003,-0.0015
1788870584.7522354,0.7116,-3.8556,1.458680849809572,0.5016,-0.0001,-0.0008
1788870584.8173528,0.7152,-3.8237,1.4592292921890728,0.5016,0.001,0.0062
1788870584.8763237,0.7185,-3.7938,1.4597629909099827,0.5016,0.0018,0.0108
1788870584.942239,0.7221,-3.7614,1.4602968607674314,0.5016,0.0014,0.0085
1788870585.0173917,0.7262,-3.724,1.4610979864194489,0.5016,0.0019,0.0116
1788870585.0932658,0.7304,-3.6861,1.4621812346799725,0.5016,0.002,0.0124
1788870585.1683078,0.7344,-3.6486,1.4632505528912536,0.5016,0.0023,0.0141
1788870585.242911,0.7384,-3.6117,1.464334767588426,0.5016,0.0024,0.0153
1788870585.3174796,0.7424,-3.5743,1.4654009786646973,0.5016,0.0026,0.0162
1788870585.3916917,0.7463,-3.5369,1.4664719747940491,0.5016,0.0024,0.0147
1788870585.4680064,0.7502,-3.4989,1.4678257564380903,0.5016,0.0025,0.0155
1788870585.543332,0.7541,-3.4615,1.4686301721815345,0.5016,0.0019,0.0118
1788870585.6175382,0.7579,-3.4245,1.4694349721201923,0.5016,0.0017,0.0108
1788870585.6927912,0.7616,-3.3871,1.470253625726813,0.5016,0.0012,0.0077
1788870585.7526429,0.7647,-3.3571,1.4707905611608294,0.5016,0.0014,0.0085
1788870585.817196,0.7679,-3.3246,1.471059092862964,0.5016,0.0012,0.0077
1788870585.8765945,0.7709,-3.2947,1.471059092862964,0.5016,0.0,0.0
1788870585.942732,0.7742,-3.2622,1.4713276672194457,0.5016,0.0001,0.0008
1788870586.0168018,0.7779,-3.2248,1.4715962842284425,0.5016,0.0007,0.0046
1788870586.092222,0.7817,-3.1868,1.4721468761140848,0.5016,0.001,0.0062
1788870586.1680152,0.7853,-3.1498,1.4724023911518387,0.5016,0.0011,0.007
1788870586.2428603,0.789,-3.1124,1.4732219765290904,0.5016,0.0015,0.0093
1788870586.3014956,0.7919,-3.0824,1.4737597824671615,0.5016,0.0016,0.0101
1788870586.3675275,0.795,-3.0499,1.4748487934611767,0.5016,0.0023,0.0139
1788870586.42737,0.7979,-3.02,1.4756562313388664,0.5016,0.0023,0.0143
1788870586.4930367,0.801,-2.9875,1.4764640524617982,0.5016,0.0022,0.0139
1788870586.5676286,0.8045,-2.95,1.477823782219054,0.5016,0.0026,0.0162
1788870586.6439724,0.8079,-2.9138,1.4791635101859737,0.4777,0.0032,0.0199
1788870586.7178416,0.8111,-2.8782,1.480795206331946,0.4765,0.0032,0.0198
1788870586.7925303,0.8143,-2.8426,1.4824158842907502,0.4765,0.0038,0.0235
1788870586.8667798,0.8174,-2.807,1.4845864284666064,0.4765,0.0045,0.0279
1788870586.9426134,0.8204,-2.7713,1.4864926855269898,0.4765,0.0044,0.0272
1788870587.0181603,0.8234,-2.7352,1.489213931166322,0.4765,0.0055,0.0338
1788870587.0924683,0.8262,-2.7001,1.491938712568661,0.4765,0.0058,0.036
1788870587.1676223,0.829,-2.6644,1.494384691330792,0.4765,0.0055,0.0338
1788870587.242454,0.8317,-2.6288,1.4968297182611527,0.4765,0.0056,0.0345
1788870587.3174393,0.8342,-2.5931,1.499302017010615,0.4765,0.0047,0.0294
1788870587.3926005,0.8367,-2.5574,1.5017576127579768,0.4765,0.0053,0.0331
1788870587.4528468,0.8387,-2.5284,1.5033964202563717,0.4766,0.0047,0.0294
1788870587.5174503,0.8407,-2.498,1.5055929759774194,0.4765,0.0051,0.0316
1788870587.5926952,0.843,-2.4623,1.5077916446077657,0.4765,0.0049,0.0301
1788870587.6676452,0.8452,-2.4266,1.510258333328116,0.4765,0.0053,0.0331
1788870587.7417867,0.8473,-2.3909,1.512449425112491,0.4765,0.0049,0.0301
1788870587.8001583,0.8489,-2.3633,1.5143804005520933,0.4765,0.0052,0.0323
1788870587.8673482,0.8507,-2.3314,1.516305420921656,0.4766,0.0046,0.0287
1788870587.9425292,0.8526,-2.2957,1.5182397237540597,0.4766,0.0039,0.0243
1788870588.0177119,0.8544,-2.26,1.5201685800118423,0.4766,0.0045,0.0279
1788870588.0931292,0.8562,-2.2243,1.522099369984343,0.4766,0.004,0.025
1788870588.167131,0.8579,-2.1885,1.5240387705699405,0.4766,0.0042,0.0257
1788870588.2428827,0.8595,-2.1528,1.525696978978338,0.4766,0.0037,0.0228
1788870588.3176482,0.8611,-2.1171,1.5276334454316265,0.4766,0.0043,0.0265
1788870588.377661,0.8623,-2.0876,1.5290135107889042,0.4766,0.0037,0.0228
1788870588.4425962,0.8635,-2.0576,1.5309589779146175,0.4766,0.0045,0.0279
1788870588.5170279,0.8649,-2.0218,1.5334558356050993,0.4765,0.0055,0.0338
1788870588.592713,0.8662,-1.9861,1.5359608810850032,0.4765,0.0053,0.0331
1788870588.667683,0.8674,-1.9504,1.537902954142392,0.4766,0.0046,0.0287
1788870588.7420042,0.8685,-1.9146,1.5404132597193896,0.4766,0.0049,0.0301
1788870588.802636,0.8693,-1.8855,1.5418068117418362,0.4766,0.0043,0.0265
1788870588.867665,0.8702,-1.855,1.5437595089429996,0.4766,0.0049,0.0301
1788870588.9297066,0.8709,-1.8255,1.5454348486051757,0.4766,0.0043,0.0265
1788870588.993079,0.8717,-1.7955,1.547391274641938,0.4765,0.005,0.0309
1788870589.0667777,0.8724,-1.7597,1.5493453286324617,0.4766,0.0043,0.0265
1788870589.1426187,0.8732,-1.724,1.5515859780053975,0.4766,0.0049,0.0301
1788870589.2177968,0.874,-1.6763,1.5543927584284258,0.4766,0.0044,0.0272
1788870589.318283,0.8745,-1.6405,1.556638956134899,0.4765,0.0049,0.0301
1788870589.3925512,0.875,-1.6048,1.5588893978664742,0.4766,0.0045,0.0279
1788870589.468154,0.8754,-1.569,1.5608575474064412,0.4766,0.0047,0.0294
1788870589.5433156,0.8757,-1.5323,1.563676019207679,0.4765,0.0052,0.0321
1788870589.6178591,0.8759,-1.4975,1.565932578621442,0.4765,0.005,0.0309
1788870589.692998,0.876,-1.4617,1.568469906284656,0.4765,0.0055,0.0338
1788870589.7673254,0.876,-1.426,1.5707319212878286,0.4765,0.005,0.0309
1788870589.8427954,0.876,-1.3902,1.5732797488020864,0.4765,0.0056,0.0345
1788870589.9177203,0.8758,-1.354,1.575547198445246,0.4766,0.0047,0.0294
1788870589.993385,0.8756,-1.3182,1.5772503882528763,0.4766,0.0038,0.0235
1788870590.0676777,0.8753,-1.282,1.579237254620967,0.4766,0.0039,0.0237
1788870590.14188,0.875,-1.251,1.5806596912284183,0.4766,0.004,0.025
1788870590.2289152,0.8747,-1.2215,1.582364837176147,0.4766,0.0039,0.0237
1788870590.3026834,0.8741,-1.1734,1.5834903398898317,0.4953,-0.0026,-0.0161
1788870590.3926218,0.8736,-1.1294,1.5817844165842503,0.4917,-0.0051,-0.0334
1788870590.46771,0.8732,-1.089,1.5789500006782524,0.477,-0.0061,-0.0397
1788870590.5431585,0.873,-1.0619,1.576678384832426,0.4765,-0.0061,-0.0363
1788870590.6071758,0.8729,-1.0237,1.5738424684479724,0.4765,-0.0043,-0.0235
1788870590.6669946,0.8728,-0.9942,1.5724260023791634,0.4765,-0.0038,-0.0235
1788870590.7427535,0.8728,-0.9571,1.5715721906537712,0.5005,-0.0019,-0.0116
1788870590.8025322,0.8728,-0.9265,1.5715766027578002,0.5016,0.0005,0.0031
1788870590.8681107,0.8727,-0.8944,1.572709210265876,0.5017,0.0028,0.017
1788870590.942557,0.8726,-0.858,1.5744175522093737,0.4778,0.0033,0.0206
1788870591.0177186,0.8725,-0.8223,1.5758359272654614,0.4766,0.0034,0.0213
1788870591.0931032,0.8722,-0.7852,1.577528951282562,0.5004,0.0032,0.0201
1788870591.1674855,0.872,-0.7476,1.5786658602262804,0.5016,0.0026,0.0162
1788870591.2425828,0.8716,-0.71,1.5795170029141488,0.5017,0.0017,0.0108
1788870591.3178966,0.8713,-0.6723,1.580085394750123,0.5017,0.0011,0.007
1788870591.3920476,0.8709,-0.6347,1.5806553276976556,0.5016,0.0014,0.0085
1788870591.4537838,0.8706,-0.6036,1.5812226161168224,0.5016,0.0012,0.0077
1788870591.5176797,0.8703,-0.5719,1.5815070204244397,0.5016,0.0009,0.0054
1788870591.5923786,0.8699,-0.5343,1.5817914642936546,0.5016,0.0005,0.0031
1788870591.667718,0.8695,-0.4967,1.5817930283444483,0.5016,0.0001,0.0008
1788870591.7428827,0.8691,-0.459,1.5817914642936546,0.5016,-0.0001,-0.0008
1788870591.8173819,0.8686,-0.4214,1.5820775524518516,0.5016,0.0007,0.0046
1788870591.892471,0.8682,-0.3838,1.582362116112625,0.5016,0.001,0.0062
1788870591.9676921,0.8678,-0.3461,1.5834989576037948,0.5016,0.002,0.0124
1788870592.0427966,0.8673,-0.3085,1.5843551681781431,0.5016,0.0023,0.0139
1788870592.1182256,0.8667,-0.2721,1.5860738943821902,0.4777,0.0035,0.0214
1788870592.1933167,0.8661,-0.2351,1.5869205036481078,0.5004,0.002,0.0123
1788870592.2679682,0.8655,-0.1975,1.588061676060915,0.5016,0.0025,0.0155
1788870592.342123,0.8648,-0.1598,1.5892034770262022,0.5016,0.0022,0.0139
1788870592.4176717,0.8641,-0.1227,1.5900629912928759,0.5016,0.0014,0.0085
1788870592.5185173,0.8633,-0.0816,1.590917355164489,0.5016,0.0018,0.0116
1788870592.5935566,0.8624,-0.0379,1.591777821862423,0.5016,0.0018,0.0108
1788870592.66766,0.8617,-0.0068,1.5926326899543586,0.5016,0.0024,0.0161
1788870592.7432048,0.8609,0.0298,1.5937802376445263,0.5016,0.003,0.0185
1788870592.8174822,0.8597,0.0775,1.5957810417066345,0.5016,0.003,0.0186
1788870592.8933887,0.8588,0.1156,1.5972136685861458,0.5016,0.003,0.0186
1788870592.9559257,0.8579,0.1467,1.5986557233547114,0.4784,0.0037,0.0229
1788870593.0177402,0.8571,0.1763,1.6000905054984684,0.4766,0.0037,0.0228
1788870593.0928082,0.856,0.2125,1.6015218476034752,0.4765,0.0032,0.0198
1788870593.1672523,0.8548,0.2491,1.6026668843360277,0.5004,0.0029,0.0178
1788870593.2416975,0.8536,0.2867,1.603812206993998,0.5016,0.0021,0.0131
1788870593.3175988,0.8523,0.3243,1.6043922910904445,0.5017,0.0015,0.0093
1788870593.3929136,0.8511,0.3619,1.6043922910904445,0.5017,0.0,0.0
1788870593.4676094,0.8498,0.3995,1.603817023789667,0.5016,-0.0014,-0.0085
1788870593.5423977,0.8486,0.4371,1.6029544120143855,0.5016,-0.0019,-0.0116
1788870593.617346,0.8474,0.4748,1.6023793224852811,0.5016,-0.0013,-0.0077
1788870593.6933963,0.8462,0.5124,1.602091980938146,0.5016,-0.0006,-0.0039
1788870593.7676454,0.845,0.55,1.60238386027896,0.5016,0.0008,0.0046
1788870593.8269336,0.8441,0.5801,1.6032415787206926,0.5016,0.0023,0.0139
1788870593.892525,0.843,0.6127,1.6043966249208754,0.5016,0.003,0.0186
1788870593.967959,0.8417,0.649,1.6061323029371368,0.4777,0.0038,0.0236
1788870594.0425646,0.8404,0.6848,1.6081440822465454,0.4765,0.0039,0.0243
1788870594.102461,0.8393,0.7134,1.6093026324346889,0.4765,0.0037,0.0228
1788870594.1675477,0.838,0.7454,1.6107303749108937,0.4998,0.0031,0.0193
1788870594.2422185,0.8365,0.7829,1.6115960947923296,0.5016,0.0019,0.0116
1788870594.3174791,0.835,0.8206,1.6121734321179368,0.5017,0.0011,0.007
1788870594.3762095,0.8337,0.8506,1.6121794043132482,0.5017,0.0005,0.0031
1788870594.4428399,0.8324,0.8832,1.6121794920672836,0.5017,0.0,0.0
1788870594.516927,0.8308,0.9208,1.6124682609623635,0.5016,0.0006,0.0039
1788870594.5922697,0.8292,0.9585,1.6130398134640138,0.5016,0.0007,0.0046
1788870594.6680024,0.8276,0.9961,1.6136237174994907,0.5016,0.0016,0.0101
1788870594.7280867,0.8263,1.0266,1.6142016741217828,0.5016,0.0015,0.0093
1788870594.7926314,0.8249,1.0587,1.6153580434409114,0.5016,0.0026,0.0162
1788870594.8671947,0.8232,1.0963,1.6162257189939713,0.5016,0.0022,0.0139
1788870594.9420073,0.8215,1.1339,1.6171004335725676,0.5016,0.002,0.0124
1788870595.0012755,0.8203,1.159,1.6176793861485756,0.5016,0.0015,0.0093
1788870595.0672858,0.8185,1.1966,1.6185480987716512,0.5016,0.0019,0.0116
1788870595.1428125,0.8167,1.2342,1.6194171515148947,0.5016,0.0017,0.0108
1788870595.201335,0.8152,1.2638,1.6202865439365077,0.5016,0.0024,0.0147
1788870595.2672067,0.8136,1.2969,1.6211562755922337,0.5016,0.0022,0.0139
1788870595.3423114,0.8117,1.3344,1.6217436704263708,0.5016,0.0015,0.0093
1788870595.417443,0.8097,1.372,1.6229043123406859,0.5016,0.0024,0.0147
1788870595.492123,0.8077,1.4096,1.623775188197632,0.5016,0.0017,0.0108
1788870595.5665681,0.8057,1.4472,1.6243559596696737,0.5016,0.0012,0.0077
1788870595.6423514,0.8037,1.4848,1.6252194955558041,0.5016,0.0016,0.0101
1788870595.7176173,0.8016,1.5224,1.6263898393625889,0.5016,0.0025,0.0155
1788870595.7922142,0.7995,1.5604,1.6272702699817008,0.5016,0.0024,0.0147
1788870595.8675728,0.7974,1.5975,1.6281347434103313,0.5016,0.0016,0.0101
1788870595.926421,0.7957,1.6271,1.6287250608717245,0.5016,0.002,0.0124
1788870595.9926314,0.7937,1.6601,1.6295897564751085,0.5016,0.0015,0.0093
1788870596.068351,0.7915,1.6977,1.630471894717075,0.5016,0.0022,0.0139
1788870596.142469,0.7892,1.7353,1.631928610735485,0.5016,0.0032,0.0201
1788870596.217569,0.7869,1.7728,1.6333953749088332,0.5016,0.0031,0.0193
1788870596.292499,0.7845,1.8104,1.634557971864013,0.5016,0.0024,0.0147
1788870596.367439,0.7821,1.848,1.6357255133703235,0.5016,0.0027,0.017
1788870596.425609,0.7801,1.8775,1.6366015561808933,0.5016,0.0021,0.0132
1788870596.4928699,0.7779,1.9106,1.6377701279020447,0.5016,0.0027,0.017
1788870596.5679772,0.7754,1.9468,1.6401280853639408,0.4776,0.0054,0.0332
1788870596.6423686,0.7729,1.9825,1.6418900602437925,0.4765,0.0038,0.0235
1788870596.7029545,0.7708,2.0125,1.6424669123992852,0.4995,0.0014,0.0085
1788870596.7671578,0.7684,2.0445,1.6430527627110654,0.5015,0.0014,0.0085
1788870596.826131,0.7663,2.074,1.6439318110348309,0.5017,0.0025,0.0155
1788870596.8922117,0.7639,2.106,1.6457107387010304,0.4783,0.0043,0.0266
1788870596.9527824,0.7617,2.135,1.6486458887968223,0.4765,0.0078,0.0485
1788870597.01743,0.7593,2.1654,1.6513024293443217,0.4764,0.0065,0.0404
1788870597.092257,0.7563,2.201,1.654547216821248,0.4764,0.0071,0.0441
1788870597.167846,0.7532,2.2367,1.657506778437599,0.4765,0.0066,0.0412
1788870597.2425961,0.7501,2.2723,1.6601755064500365,0.4765,0.0056,0.0345
1788870597.3168578,0.7468,2.3079,1.6622388560487376,0.4765,0.0043,0.0265
1788870597.3763916,0.7442,2.3368,1.6634166590835617,0.4994,0.0022,0.0123
1788870597.4426126,0.7411,2.3697,1.663721756980028,0.5016,0.0012,0.0077
1788870597.5176795,0.7376,2.4072,1.6640219896796131,0.5017,0.0001,0.0008
1788870597.5931969,0.7341,2.4447,1.6643177738689003,0.5017,0.001,0.0062
1788870597.6678617,0.7306,2.4822,1.6646135930844845,0.5017,0.0005,0.0031
1788870597.7424226,0.727,2.5202,1.6652192887774995,0.5016,0.0021,0.0148
1788870597.8170567,0.7234,2.5571,1.666403376248596,0.5016,0.0025,0.0155
1788870597.8929589,0.7199,2.5933,1.6681896861327152,0.4777,0.0036,0.0221
1788870597.9677413,0.7164,2.6289,1.6696862732932223,0.4765,0.0033,0.0206
1788870598.0421708,0.7129,2.6645,1.671476342632919,0.4765,0.004,0.025
1788870598.1178799,0.7092,2.7001,1.6732576075650472,0.4765,0.0038,0.0235
1788870598.1919427,0.7055,2.7356,1.6753528297098585,0.4765,0.0044,0.0272
1788870598.2674975,0.7017,2.7712,1.6771484806024863,0.4765,0.004,0.025
1788870598.3421502,0.6979,2.8067,1.6792319393870832,0.4765,0.0044,0.0272
1788870598.4181368,0.6939,2.8428,1.6810354826064031,0.4766,0.0036,0.022
1788870598.492742,0.6899,2.8791,1.6822355148691173,0.5005,0.003,0.0185
1788870598.5681024,0.6858,2.9152,1.6837359505537561,0.4777,0.0032,0.0199
1788870598.6424294,0.6817,2.9508,1.685543791959791,0.4766,0.004,0.025
1788870598.7176933,0.6776,2.9863,1.6873360202967824,0.4765,0.0036,0.0221
1788870598.7927182,0.6734,3.0218,1.689446178670217,0.4765,0.0045,0.0279
1788870598.8673398,0.6691,3.0573,1.691259274957413,0.4766,0.0039,0.0243
1788870598.9430113,0.6648,3.0928,1.6933693665552767,0.4765,0.0045,0.0279
1788870599.017522,0.6604,3.1283,1.6957859812171525,0.4765,0.0053,0.0331
1788870599.0928462,0.6558,3.1637,1.6979242771405065,0.4765,0.0049,0.0301
1788870599.168136,0.6513,3.1992,1.7006472217895614,0.4765,0.0057,0.0353
1788870599.2285144,0.6474,3.228,1.7027520707275623,0.4765,0.0051,0.0316
1788870599.2925093,0.6434,3.2583,1.7048786316399223,0.4765,0.0057,0.0353
1788870599.351242,0.6396,3.2862,1.70730879528304,0.4765,0.0065,0.0404
1788870599.4175153,0.6352,3.3173,1.709762669107595,0.4765,0.0063,0.039
1788870599.4924762,0.6302,3.3527,1.7121947520451235,0.4765,0.0053,0.0331
1788870599.5674388,0.6252,3.3876,1.71495775716089,0.4765,0.0056,0.034
1788870599.6426063,0.62,3.423,1.7176806898419155,0.4765,0.0055,0.0338
