scan_index,time_s,raw_valid_beams,min_range_m,max_range_m
384,1788870463.1992638,1081,0.6589587926864624,3.818660020828247
385,1788870463.2924643,1081,0.6541928052902222,3.7900331020355225
386,1788870463.3513453,1081,0.6511679291725159,3.770616054534912
387,1788870463.4176018,1081,0.6467173099517822,3.741370916366577
388,1788870463.4745326,1081,0.6439275741577148,3.7206790447235107
389,1788870463.5423272,1081,0.6399375796318054,3.6886401176452637
390,1788870463.6001618,1081,0.6373834013938904,3.667120933532715
391,1788870463.6673505,1081,0.6334037184715271,3.6363070011138916
392,1788870463.7235131,1081,0.6305767893791199,3.6149179935455322
393,1788870463.791961,1081,0.6259765028953552,3.583034038543701
394,1788870463.8486419,1081,0.6225709915161133,3.562709093093872
395,1788870463.917184,1081,0.6170278787612915,3.53159499168396
396,1788870463.992252,1081,0.6110857129096985,3.5019659996032715
397,1788870464.0495226,1081,0.6069713830947876,3.4828860759735107
398,1788870464.1170218,1081,0.600650429725647,3.453810930252075
399,1788870464.1743162,1081,0.5963050127029419,3.43453311920166
400,1788870464.242507,1081,0.589493989944458,3.4053690433502197
401,1788870464.3000693,1081,0.5847784280776978,3.385308027267456
402,1788870464.3670576,1081,0.5775117874145508,3.3712730407714844
403,1788870464.4239528,1081,0.5725526809692383,3.3690099716186523
404,1788870464.49215,1081,0.5648447275161743,3.3656299114227295
405,1788870464.5489867,1081,0.5594587922096252,3.3664300441741943
406,1788870464.6172707,1081,0.5511456727981567,3.367223024368286
407,1788870464.675123,1081,0.5453861951828003,3.376591920852661
408,1788870464.7420516,1081,0.5364208221435547,3.3886260986328125
409,1788870464.7976236,1081,0.5301929116249084,3.3968749046325684
410,1788870464.867224,1081,0.5209499001502991,3.4159491062164307
411,1788870464.9236507,1081,0.5156359076499939,3.4370710849761963
412,1788870464.9922676,1081,0.5088422894477844,3.4662489891052246
413,1788870465.050774,1081,0.5049630999565125,3.4857470989227295
414,1788870465.1172497,1081,0.5003252029418945,3.5340731143951416
415,1788870465.192389,1081,0.49696001410484314,3.5801548957824707
416,1788870465.2513714,1081,0.49527108669281006,3.6107499599456787
417,1788870465.3171003,1081,0.4941037893295288,3.65653395652771
418,1788870465.376474,1081,0.4942379891872406,3.6819300651550293
419,1788870465.4425337,1081,0.49473661184310913,3.743056058883667
420,1788870465.4999616,1081,0.4949477016925812,3.784903049468994
421,1788870465.5670106,1081,0.4954633116722107,3.828372001647949
422,1788870465.6246095,1081,0.4960364103317261,3.8811209201812744
423,1788870465.6922538,1081,0.4975583851337433,3.9483540058135986
424,1788870465.7490213,1081,0.498684287071228,3.987298011779785
425,1788870465.8174584,1081,0.5004739761352539,4.07509708404541
426,1788870465.8743608,1081,0.5016946792602539,4.156394958496094
427,1788870465.9423013,1081,0.5035033226013184,4.277295112609863
428,1788870466.000963,1081,0.5045841932296753,4.3731689453125
429,1788870466.0673344,1081,0.5058680772781372,4.518807888031006
430,1788870466.1250439,1081,0.5064942240715027,4.66236686706543
431,1788870466.1925116,1081,0.5070639848709106,4.867186069488525
432,1788870466.250673,1081,0.5071700215339661,5.009945869445801
433,1788870466.3175597,1081,0.5068408846855164,5.270753860473633
434,1788870466.374965,1081,0.5062193274497986,5.398323059082031
435,1788870466.442866,1081,0.5046278238296509,5.618995189666748
436,1788870466.501906,1081,0.5030925273895264,5.763648986816406
437,1788870466.5674744,1081,0.500236988067627,5.906175136566162
438,1788870466.6429894,1081,0.49707919359207153,5.939598083496094
439,1788870466.700956,1081,0.49524611234664917,5.97352409362793
440,1788870466.7674794,1081,0.49271640181541443,6.006361961364746
441,1788870466.8253741,1081,0.490959107875824,6.024165153503418
442,1788870466.8921738,1081,0.4887925088405609,6.065876007080078
443,1788870466.9515474,1081,0.48741820454597473,6.0816240310668945
444,1788870467.017354,1081,0.48546838760375977,6.089906215667725
445,1788870467.0777614,1081,0.4839327037334442,6.090835094451904
446,1788870467.1428049,1081,0.48061299324035645,6.090566158294678
447,1788870467.217674,1081,0.4769844114780426,6.094244956970215
448,1788870467.2929492,1077,0.4734567105770111,6.098124027252197
449,1788870467.3681657,1074,0.4700593948364258,6.10221004486084
450,1788870467.4433253,1070,0.4669489860534668,6.0967631340026855
451,1788870467.517614,1070,0.46401700377464294,9.951750755310059
452,1788870467.5932338,1073,0.4612103998661041,9.844876289367676
