scan_index,time_s,valid_beams,min_range_m,max_range_m
59,1788870441.9240906,678,0.8894750475883484,9.931099891662598
60,1788870441.9921358,678,0.8920865058898926,9.911335945129395
61,1788870442.0487838,678,0.8936392068862915,9.901538848876953
62,1788870442.1173077,678,0.8962269425392151,9.912290573120117
63,1788870442.172769,679,0.8979921340942383,9.929081916809082
64,1788870442.2420685,679,0.9007342457771301,9.926701545715332
65,1788870442.3001764,679,0.9022476077079773,9.898622512817383
66,1788870442.3671129,679,0.9048556089401245,9.892050743103027
67,1788870442.425177,679,0.9066998362541199,9.894148826599121
68,1788870442.492034,679,0.9095180034637451,9.905193328857422
69,1788870442.5515106,680,0.909378707408905,9.913558006286621
70,1788870442.6173592,680,0.9064119458198547,9.920525550842285
71,1788870442.6753693,680,0.9046308994293213,9.893518447875977
72,1788870442.7421615,680,0.9016942381858826,9.886824607849121
73,1788870442.799361,680,0.8996562957763672,9.888223648071289
74,1788870442.8672621,680,0.8965667486190796,9.900080680847168
75,1788870442.9242373,680,0.8945032954216003,9.909029006958008
76,1788870442.9917295,680,0.8913190364837646,9.918302536010742
77,1788870443.050118,680,0.889366626739502,9.895100593566895
78,1788870443.117021,680,0.886622428894043,9.840608596801758
79,1788870443.1759064,681,0.884910523891449,9.935018539428711
80,1788870443.242047,680,0.8823774456977844,9.862574577331543
81,1788870443.2988973,681,0.8805736303329468,9.975763320922852
82,1788870443.367139,681,0.8776796460151672,9.949193954467773
83,1788870443.4248066,681,0.8756751418113708,9.938826560974121
84,1788870443.4921172,681,0.8725402355194092,9.935806274414062
85,1788870443.5511708,681,0.8703548908233643,9.943050384521484
86,1788870443.6172314,681,0.8670605421066284,9.960721015930176
87,1788870443.6754456,681,0.8648669123649597,9.973418235778809
88,1788870443.7420795,681,0.8620508909225464,9.840579986572266
89,1788870443.8001683,681,0.8609316349029541,9.843143463134766
90,1788870443.8673005,681,0.860703706741333,9.83644962310791
91,1788870443.9249227,681,0.8615036010742188,9.84372329711914
92,1788870443.992367,681,0.8626255393028259,9.857535362243652
93,1788870444.050132,681,0.8633092045783997,9.868145942687988
94,1788870444.1172307,681,0.8643327355384827,9.880935668945312
95,1788870444.1755586,681,0.865068793296814,9.881512641906738
96,1788870444.2422037,682,0.8662139177322388,9.874969482421875
97,1788870444.2999213,682,0.8670364022254944,9.861934661865234
98,1788870444.3670943,682,0.8682971000671387,9.97245979309082
99,1788870444.423529,682,0.8689868450164795,9.96764087677002
100,1788870444.4921193,683,0.8698633313179016,9.97018051147461
101,1788870444.5494604,683,0.8705083131790161,9.963189125061035
102,1788870444.6177268,683,0.8715226054191589,9.94651985168457
103,1788870444.6752088,683,0.8721023201942444,9.943314552307129
104,1788870444.7421663,683,0.8728882074356079,9.94194507598877
105,1788870444.8025396,683,0.8733572363853455,9.943641662597656
106,1788870444.8672829,683,0.8740302324295044,9.94489860534668
107,1788870444.9254038,683,0.8744857907295227,9.942513465881348
108,1788870444.9923403,683,0.8751979470252991,9.933101654052734
109,1788870445.0680802,683,0.8759592175483704,9.916016578674316
110,1788870445.143012,683,0.8767489194869995,9.89396858215332
111,1788870445.2177968,683,0.8775554895401001,9.8684720993042
112,1788870445.2925475,684,0.8783305287361145,9.968972206115723
113,1788870445.353004,684,0.8788025379180908,9.956311225891113
114,1788870445.4171615,684,0.8794077038764954,9.944960594177246
115,1788870445.4931843,684,0.8799068331718445,9.93993091583252
116,1788870445.5548286,684,0.8801928162574768,9.938934326171875
117,1788870445.6175246,685,0.8805640339851379,9.939149856567383
118,1788870445.677896,685,0.8807924389839172,9.938539505004883
119,1788870445.7420473,685,0.8811303973197937,9.934408187866211
120,1788870445.8023024,685,0.8812569379806519,9.939240455627441
121,1788870445.86903,685,0.8813410997390747,9.945292472839355
122,1788870445.9423366,685,0.8814577460289001,9.951062202453613
123,1788870446.0182424,685,0.8815756440162659,9.952560424804688
124,1788870446.0782413,685,0.8818455338478088,9.932971000671387
125,1788870446.1424482,685,0.8822571039199829,9.897435188293457
126,1788870446.2178853,685,0.882780909538269,9.850919723510742
127,1788870446.2927444,686,0.8833191990852356,9.935111999511719
128,1788870446.3530443,686,0.8836300373077393,9.909346580505371
129,1788870446.4174938,685,0.8841265439987183,9.885710716247559
130,1788870446.492091,687,0.8883827924728394,9.979552268981934
131,1788870446.5511937,687,0.8910120129585266,9.977807998657227
132,1788870446.617227,687,0.8949934244155884,9.97128677368164
133,1788870446.67594,687,0.8975273966789246,9.971513748168945
134,1788870446.7421618,687,0.9012260437011719,9.968498229980469
135,1788870446.8021204,687,0.9037874937057495,9.9613676071167
136,1788870446.8674095,687,0.9077537059783936,9.94632339477539
137,1788870446.9275331,687,0.9104785919189453,9.931151390075684
138,1788870446.992288,687,0.9146246910095215,9.904311180114746
139,1788870447.0500462,688,0.91744464635849,9.970311164855957
140,1788870447.1171687,688,0.9216943383216858,9.936477661132812
141,1788870447.1746838,688,0.9245091080665588,9.914636611938477
142,1788870447.2427182,689,0.9286761283874512,9.972857475280762
143,1788870447.3196824,689,0.9293045997619629,9.955838203430176
144,1788870447.3925498,689,0.9280038475990295,9.925649642944336
145,1788870447.452728,689,0.9274562001228333,9.91416072845459
146,1788870447.5171697,689,0.9284363389015198,9.899260520935059
147,1788870447.5757375,690,0.930164635181427,9.979474067687988
148,1788870447.6424425,690,0.9327791333198547,9.962830543518066
149,1788870447.7012537,690,0.9344933032989502,9.948432922363281
150,1788870447.7672353,690,0.9370680451393127,9.925460815429688
151,1788870447.823611,690,0.9387606978416443,9.907573699951172
152,1788870447.8921545,691,0.9412969350814819,9.972089767456055
153,1788870447.949344,691,0.9429858922958374,9.952387809753418
154,1788870448.0173945,691,0.9455342292785645,9.922741889953613
155,1788870448.0750315,692,0.9471807479858398,9.956439018249512
156,1788870448.1426058,693,0.9496505260467529,9.970723152160645
157,1788870448.2017891,693,0.9513137340545654,9.946428298950195
158,1788870448.2676556,694,0.9538871049880981,9.964025497436523
159,1788870448.3294234,694,0.9557140469551086,9.944674491882324
160,1788870448.392881,695,0.9585469961166382,9.969894409179688
161,1788870448.467465,695,0.9615387916564941,9.94676685333252
162,1788870448.542206,696,0.9646119475364685,9.977518081665039
163,1788870448.617744,696,0.9677627086639404,9.955921173095703
164,1788870448.6785142,696,0.9698590040206909,9.940144538879395
165,1788870448.7421286,697,0.9730406999588013,9.970349311828613
166,1788870448.817012,697,0.9761936068534851,9.943686485290527
167,1788870448.8782485,698,0.9782628417015076,9.978652000427246
168,1788870448.9425738,698,0.9813870191574097,9.948881149291992
169,1788870449.0002167,699,0.9834510087966919,9.970312118530273
170,1788870449.067238,700,0.9866160154342651,9.96116828918457
171,1788870449.124366,701,0.9887380599975586,9.963587760925293
172,1788870449.1921887,702,0.9920409917831421,9.956267356872559
173,1788870449.2495935,703,0.9943580627441406,9.961786270141602
174,1788870449.3173828,704,0.9979029893875122,9.96007251739502
175,1788870449.3750656,706,1.0003429651260376,9.970083236694336
176,1788870449.4425313,707,1.0041450262069702,9.973522186279297
177,1788870449.517442,711,1.0049400329589844,9.974739074707031
178,1788870449.5938094,716,1.005742073059082,9.97792911529541
179,1788870449.6677668,719,1.0066959857940674,9.975768089294434
180,1788870449.7426379,720,1.0081759691238403,9.885161399841309
181,1788870449.8182862,720,1.0103180408477783,9.853252410888672
182,1788870449.8938081,720,1.0130980014801025,9.816017150878906
183,1788870449.9684691,720,1.0162889957427979,9.779473304748535
184,1788870450.0430005,720,1.0194120407104492,9.74898624420166
185,1788870450.117926,720,1.022197961807251,9.705425262451172
186,1788870450.1926067,720,1.0243580341339111,9.673050880432129
187,1788870450.2680328,720,1.0258580446243286,9.635093688964844
188,1788870450.3420756,720,1.026643991470337,9.602246284484863
189,1788870450.4169068,720,1.026913046836853,9.567742347717285
190,1788870450.5172994,720,1.0269640684127808,9.532774925231934
191,1788870450.6182048,720,1.0269989967346191,9.484188079833984
192,1788870450.6934865,720,1.027237057685852,9.437872886657715
193,1788870450.7679868,720,1.0277149677276611,9.405820846557617
194,1788870450.8427024,720,1.0285930633544922,9.367626190185547
195,1788870450.9176285,720,1.0298720598220825,9.331705093383789
196,1788870450.9780786,720,1.03090500831604,9.309425354003906
197,1788870451.0429702,720,1.032567024230957,9.268932342529297
198,1788870451.117444,720,1.0342520475387573,9.236392974853516
199,1788870451.1927779,720,1.035884976387024,9.203129768371582
200,1788870451.251473,720,1.0368820428848267,9.179388999938965
201,1788870451.3172193,720,1.038230061531067,9.141829490661621
202,1788870451.3922749,720,1.039363980293274,9.102916717529297
203,1788870451.4491045,720,1.040032982826233,9.076531410217285
204,1788870451.517755,720,1.0409380197525024,9.044720649719238
205,1788870451.5753214,720,1.0414910316467285,9.017854690551758
206,1788870451.6419961,720,1.042286992073059,8.977572441101074
207,1788870451.697689,720,1.0428889989852905,8.95129680633545
208,1788870451.767257,720,1.0438220500946045,8.920249938964844
209,1788870451.8242261,720,1.04448401927948,8.894392013549805
210,1788870451.8920784,720,1.0454970598220825,8.8558349609375
211,1788870451.9481525,720,1.0461900234222412,8.83049488067627
212,1788870452.0171402,720,1.0472760200500488,8.792698860168457
213,1788870452.0925596,720,1.0483790636062622,8.763111114501953
214,1788870452.149283,720,1.0491080284118652,8.737832069396973
215,1788870452.217099,720,1.050191044807434,8.69980525970459
216,1788870452.27394,720,1.0509270429611206,8.674516677856445
217,1788870452.342136,720,1.0520210266113281,8.63648796081543
218,1788870452.398389,720,1.0527290105819702,8.61098861694336
219,1788870452.4673264,720,1.0537739992141724,8.58084487915039
220,1788870452.5240195,720,1.0544459819793701,8.555092811584473
221,1788870452.5922723,720,1.0554620027542114,8.516562461853027
222,1788870452.6504567,720,1.0561410188674927,8.49089241027832
223,1788870452.7171288,720,1.0571579933166504,8.452381134033203
224,1788870452.7933228,720,1.0581730604171753,8.413873672485352
225,1788870452.8672762,720,1.0592039823532104,8.383646965026855
226,1788870452.930487,720,1.059846043586731,8.357736587524414
227,1788870452.992995,720,1.0607620477676392,8.3186616897583
228,1788870453.0678391,720,1.061750054359436,8.280089378356934
229,1788870453.1430678,720,1.0627219676971436,8.249612808227539
230,1788870453.217789,720,1.063688039779663,8.210898399353027
231,1788870453.292251,720,1.064666986465454,8.172295570373535
232,1788870453.367297,720,1.0656110048294067,8.141727447509766
233,1788870453.4295914,720,1.0662130117416382,8.115677833557129
234,1788870453.4920633,720,1.0671160221099854,8.076692581176758
235,1788870453.5522888,720,1.0677390098571777,8.050856590270996
236,1788870453.6180077,720,1.068688988685608,8.020462989807129
237,1788870453.6926062,720,1.0696780681610107,7.982020854949951
238,1788870453.755282,720,1.0703520774841309,7.956459999084473
239,1788870453.8172288,720,1.0713980197906494,7.918313980102539
240,1788870453.8925126,720,1.0724610090255737,7.880194187164307
241,1788870453.9509826,720,1.0731730461120605,7.8630499839782715
242,1788870454.0173836,720,1.0741620063781738,7.8243560791015625
243,1788870454.0750885,720,1.0747790336608887,7.798334121704102
244,1788870454.1424365,720,1.0757720470428467,7.768093109130859
245,1788870454.2017596,720,1.0764679908752441,7.742539882659912
246,1788870454.2675989,720,1.0774630308151245,7.703862190246582
247,1788870454.3257878,720,1.0781710147857666,7.678384780883789
248,1788870454.3928561,720,1.0792840719223022,7.640404224395752
249,1788870454.4675121,720,1.0804179906845093,7.610805034637451
250,1788870454.5263941,720,1.0811810493469238,7.585482120513916
251,1788870454.592625,720,1.0799620151519775,7.547285079956055
252,1788870454.667189,720,1.0782010555267334,7.5090651512146
253,1788870454.7426524,720,1.0764470100402832,7.470733165740967
254,1788870454.8179142,720,1.0747029781341553,7.440643787384033
255,1788870454.8935268,720,1.0729739665985107,7.402035236358643
256,1788870454.9681244,720,1.0713430643081665,7.362748146057129
257,1788870455.0423884,720,1.0696450471878052,7.332383155822754
258,1788870455.1177237,720,1.067926049232483,7.2937421798706055
259,1788870455.1922982,720,1.0662530660629272,7.254758834838867
260,1788870455.252555,720,1.0650800466537476,7.237610816955566
261,1788870455.3175247,720,1.0633599758148193,7.19887113571167
262,1788870455.3792977,720,1.0622220039367676,7.172998905181885
263,1788870455.4420362,720,1.0604339838027954,7.134748935699463
264,1788870455.5172884,720,1.0586450099945068,7.104808807373047
265,1788870455.575789,720,1.0574589967727661,7.079135894775391
266,1788870455.6417067,720,1.055690050125122,7.040526866912842
267,1788870455.7007804,720,1.0544910430908203,7.0233869552612305
268,1788870455.7674298,720,1.0527629852294922,6.984354019165039
269,1788870455.825458,720,1.051635980606079,6.95819616317749
270,1788870455.8926263,720,1.049921989440918,6.927657127380371
271,1788870455.9511957,720,1.0487680435180664,6.901693820953369
272,1788870456.0172498,720,1.0470919609069824,6.8623528480529785
273,1788870456.0767064,720,1.045915961265564,6.836595058441162
274,1788870456.1422112,720,1.0440950393676758,6.806765079498291
275,1788870456.2165525,720,1.0422980785369873,6.768115043640137
276,1788870456.2780116,720,1.0411080121994019,6.742269039154053
277,1788870456.3426225,720,1.0392839908599854,6.712308883666992
278,1788870456.4032917,720,1.0380640029907227,6.686583995819092
279,1788870456.4675567,720,1.0362290143966675,6.656589984893799
280,1788870456.5425167,720,1.0343379974365234,6.618277072906494
281,1788870456.6050155,720,1.0330660343170166,6.592728137969971
282,1788870456.6665695,720,1.0310909748077393,6.554779052734375
283,1788870456.7429507,720,1.0290759801864624,6.5168962478637695
284,1788870456.8175159,720,1.0270379781723022,6.487614154815674
285,1788870456.8763223,720,1.0257279872894287,6.461879253387451
286,1788870456.9422832,720,1.0238080024719238,6.431629180908203
287,1788870457.0033643,720,1.0225210189819336,6.405691146850586
288,1788870457.0678687,720,1.0205819606781006,6.3755412101745605
289,1788870457.129472,720,1.0192359685897827,6.349946022033691
290,1788870457.1924818,720,1.0171799659729004,6.311673164367676
291,1788870457.2672257,720,1.0150359869003296,6.273886203765869
292,1788870457.3263373,720,1.0135780572891235,6.2487688064575195
293,1788870457.39231,720,1.0113719701766968,6.219743251800537
294,1788870457.4510946,720,1.009950041770935,6.194056987762451
295,1788870457.5172868,720,1.0078569650650024,6.164022922515869
296,1788870457.5755074,720,1.0065040588378906,6.13774299621582
297,1788870457.64204,720,1.0045130252838135,6.106942176818848
298,1788870457.6996174,720,1.0031490325927734,6.080772876739502
299,1788870457.7672575,720,1.0010640621185303,6.041728973388672
300,1788870457.8250897,720,0.9995920658111572,6.025146961212158
301,1788870457.8919141,720,0.9973280429840088,5.987116813659668
302,1788870457.9508803,720,0.9958200454711914,5.9616169929504395
303,1788870458.0172763,720,0.9934459924697876,5.933002948760986
304,1788870458.0740113,720,0.9918650388717651,5.9077019691467285
305,1788870458.141481,720,0.9895060062408447,5.878509998321533
306,1788870458.1988816,720,0.9878890514373779,5.853250026702881
307,1788870458.2672632,720,0.9854320287704468,5.815370082855225
308,1788870458.3233404,720,0.9837280511856079,5.790493011474609
309,1788870458.392297,720,0.9811270236968994,5.762257099151611
310,1788870458.4510348,720,0.9794043302536011,5.746218204498291
311,1788870458.5173829,720,0.9768416285514832,5.708010196685791
312,1788870458.5756438,720,0.975093424320221,5.682723045349121
313,1788870458.6426666,720,0.9723567962646484,5.64545202255249
314,1788870458.7012563,720,0.9704940915107727,5.629887104034424
315,1788870458.767234,720,0.9677088260650635,5.592237949371338
316,1788870458.8420753,720,0.9649625420570374,5.563284873962402
317,1788870458.899244,720,0.9630784392356873,5.538074016571045
318,1788870458.9672983,720,0.9602327942848206,5.509487152099609
319,1788870459.0254807,720,0.9582658410072327,5.484559059143066
320,1788870459.0928004,720,0.9554005265235901,5.455519199371338
321,1788870459.1668828,720,0.9524919986724854,5.426689147949219
322,1788870459.226237,720,0.9505430459976196,5.401004791259766
323,1788870459.2922087,720,0.9475285410881042,5.363039016723633
324,1788870459.3672285,720,0.9444367289543152,5.336936950683594
325,1788870459.4241855,720,0.9423485398292542,5.313681125640869
326,1788870459.4927094,720,0.9391161203384399,5.287078857421875
327,1788870459.5505395,720,0.9369190335273743,5.263360977172852
328,1788870459.6174724,720,0.9336103200912476,5.238384246826172
329,1788870459.6748052,720,0.9313254356384277,5.215668201446533
330,1788870459.742146,720,0.9278649091720581,5.191266059875488
331,1788870459.7995493,720,0.9252536296844482,5.168671131134033
332,1788870459.8672106,720,0.9199858903884888,5.134655952453613
333,1788870459.9251268,720,0.9164109230041504,5.122223854064941
334,1788870459.9922209,720,0.9110045433044434,5.088303089141846
335,1788870460.0488427,720,0.9074164032936096,5.065151214599609
336,1788870460.1176236,720,0.9019477367401123,5.040926933288574
337,1788870460.174788,720,0.8982794284820557,5.017800807952881
338,1788870460.2422783,720,0.8928079009056091,4.992592811584473
339,1788870460.2987804,720,0.8891287446022034,4.96904993057251
340,1788870460.367381,720,0.8835279941558838,4.952149868011475
341,1788870460.425716,720,0.8797093033790588,4.926371097564697
342,1788870460.4924223,720,0.8739811182022095,4.897736072540283
343,1788870460.5493836,720,0.8701313138008118,4.8839921951293945
344,1788870460.6170611,720,0.8643693327903748,4.859370231628418
345,1788870460.6744573,720,0.8604234457015991,4.8365092277526855
346,1788870460.7423,720,0.8543376326560974,4.813963890075684
347,1788870460.7993264,720,0.8501372933387756,4.7924580574035645
348,1788870460.8670638,720,0.8437774181365967,4.770892143249512
349,1788870460.9237235,720,0.8394593000411987,4.74936580657959
350,1788870460.9922006,720,0.832940399646759,4.723053932189941
351,1788870461.049512,720,0.8285421133041382,4.700389862060547
352,1788870461.1171598,720,0.8219337463378906,4.666416168212891
353,1788870461.1745803,720,0.8174739480018616,4.6438069343566895
354,1788870461.2420225,720,0.8107650279998779,4.610097885131836
355,1788870461.3006468,720,0.8061461448669434,4.587801933288574
356,1788870461.3672616,720,0.799141526222229,4.553980827331543
357,1788870461.4249077,720,0.794391393661499,4.531926155090332
358,1788870461.492381,720,0.7870903015136719,4.498804092407227
359,1788870461.549857,720,0.7822198271751404,4.477074146270752
360,1788870461.6173265,720,0.774919331073761,4.444256782531738
361,1788870461.6743054,720,0.7700409293174744,4.422788143157959
362,1788870461.742233,720,0.7625772953033447,4.390337944030762
363,1788870461.7987652,720,0.7575176358222961,4.369225978851318
364,1788870461.8669758,720,0.7497312426567078,4.337221145629883
365,1788870461.9239697,720,0.7444295287132263,4.315042018890381
366,1788870461.9917984,720,0.7362627387046814,4.285057067871094
367,1788870462.067771,720,0.7278925180435181,4.253849029541016
368,1788870462.1266913,720,0.7222763895988464,4.233745098114014
369,1788870462.19247,720,0.7136248350143433,4.203021049499512
370,1788870462.2515397,720,0.7077296376228333,4.183462142944336
371,1788870462.317533,720,0.6986905336380005,4.153359889984131
372,1788870462.392474,720,0.6894575953483582,4.126090049743652
373,1788870462.4674995,720,0.680509090423584,4.096778869628906
374,1788870462.5431166,720,0.6730561256408691,4.0677032470703125
375,1788870462.6173964,720,0.6672286987304688,4.038814067840576
376,1788870462.6930292,720,0.6627375483512878,4.006387233734131
377,1788870462.7673225,720,0.6600717902183533,3.9731810092926025
378,1788870462.8260112,720,0.6589531898498535,3.9516000747680664
379,1788870462.8924463,720,0.6570922136306763,3.920741081237793
380,1788870462.951368,720,0.6551806926727295,3.900393009185791
381,1788870463.017277,720,0.6512669920921326,3.8709521293640137
382,1788870463.0747893,720,0.6482810378074646,3.8513100147247314
383,1788870463.1423447,720,0.643618106842041,3.823127031326294
384,1788870463.1992638,720,0.6389592289924622,3.794766902923584
385,1788870463.2924643,720,0.634196400642395,3.767883062362671
386,1788870463.3513453,720,0.6311740279197693,3.7492430210113525
387,1788870463.4176018,720,0.626717746257782,3.720149040222168
388,1788870463.4745326,720,0.6239309906959534,3.6994149684906006
389,1788870463.5423272,720,0.6199434995651245,3.6673331260681152
390,1788870463.6001618,720,0.61738520860672,3.647042989730835
391,1788870463.6673505,720,0.6134095191955566,3.614880084991455
392,1788870463.7235131,720,0.6105768084526062,3.5934629440307617
393,1788870463.791961,720,0.605976939201355,3.5615360736846924
394,1788870463.8486419,720,0.6025722026824951,3.5411460399627686
395,1788870463.917184,720,0.5970337390899658,3.5106611251831055
396,1788870463.992252,720,0.5910900235176086,3.4812729358673096
397,1788870464.0495226,720,0.5869753360748291,3.4620261192321777
398,1788870464.1170218,720,0.5806559324264526,3.432842969894409
399,1788870464.1743162,720,0.5763077139854431,3.4127700328826904
400,1788870464.242507,720,0.5694976449012756,3.3835599422454834
401,1788870464.3000693,720,0.564778745174408,3.364272117614746
402,1788870464.3670576,720,0.5575128197669983,3.334775924682617
403,1788870464.4239528,720,0.5525546073913574,3.3158390522003174
404,1788870464.49215,720,0.5448459982872009,3.2864789962768555
405,1788870464.5489867,720,0.5394641160964966,3.2663989067077637
406,1788870464.6172707,720,0.5311505198478699,3.2371230125427246
407,1788870464.675123,720,0.5253863334655762,3.2170701026916504
408,1788870464.7420516,720,0.5164227485656738,3.186911106109619
409,1788870464.7976236,720,0.5101954340934753,3.166999101638794
410,1788870464.867224,720,0.5010505318641663,3.1371850967407227
411,1788870464.9236507,720,0.4957505166530609,3.118077039718628
412,1788870464.9922676,720,0.4891577661037445,3.089103937149048
413,1788870465.050774,720,0.4853622019290924,3.079896926879883
414,1788870465.1172497,720,0.48085740208625793,3.073962926864624
415,1788870465.192389,720,0.4813607633113861,3.0668740272521973
416,1788870465.2513714,720,0.48507991433143616,3.089132070541382
417,1788870465.3171003,720,0.4901525676250458,3.118722915649414
418,1788870465.376474,720,0.493275910615921,3.1380181312561035
419,1788870465.4425337,720,0.49650636315345764,3.140887975692749
420,1788870465.4999616,720,0.4972620904445648,3.145102024078369
421,1788870465.5670106,720,0.4969765841960907,3.1528849601745605
422,1788870465.6246095,720,0.49646827578544617,3.154660940170288
423,1788870465.6922538,720,0.4956565797328949,3.17267107963562
424,1788870465.7490213,720,0.4953196942806244,3.1819980144500732
425,1788870465.8174584,720,0.4950951635837555,3.1998050212860107
426,1788870465.8743608,720,0.49510326981544495,3.2174839973449707
427,1788870465.9423013,720,0.4952056109905243,3.2453389167785645
428,1788870466.000963,720,0.49521300196647644,3.2653119564056396
429,1788870466.0673344,720,0.49498310685157776,3.2982840538024902
430,1788870466.1250439,720,0.49466416239738464,3.3337490558624268
431,1788870466.1925116,720,0.4939027726650238,3.386770009994507
432,1788870466.250673,720,0.4931769073009491,3.4304721355438232
433,1788870466.3175597,720,0.49170610308647156,3.496845006942749
434,1788870466.374965,720,0.4903632700443268,3.5374200344085693
435,1788870466.442866,720,0.49886050820350647,3.6238961219787598
436,1788870466.501906,720,0.5076315402984619,3.678842067718506
437,1788870466.5674744,720,0.5188504457473755,3.771683931350708
438,1788870466.6429894,720,0.5274336338043213,3.878957986831665
439,1788870466.700956,720,0.5321686267852783,3.959320068359375
440,1788870466.7674794,720,0.5373601913452148,4.070699214935303
441,1788870466.8253741,720,0.539569616317749,4.1471848487854
442,1788870466.8921738,720,0.5415804982185364,4.286530017852783
443,1788870466.9515474,720,0.5420894026756287,5.267149925231934
444,1788870467.017354,720,0.5418832302093506,5.766636848449707
445,1788870467.0777614,720,0.5408869385719299,5.844183921813965
446,1788870467.1428049,720,0.5360724329948425,5.862631797790527
447,1788870467.217674,720,0.5293540954589844,5.855342864990234
448,1788870467.2929492,720,0.5227445960044861,5.855700969696045
449,1788870467.3681657,720,0.5162225961685181,5.856267929077148
450,1788870467.4433253,720,0.5097734332084656,5.857054233551025
451,1788870467.517614,720,0.5033850073814392,5.8570709228515625
452,1788870467.5932338,720,0.497046560049057,5.848241806030273
453,1788870467.6676524,720,0.4907390773296356,5.845706939697266
454,1788870467.742934,720,0.4844566881656647,5.843385219573975
455,1788870467.803972,720,0.4802803695201874,5.832890033721924
456,1788870467.8674607,720,0.47401827573776245,5.830636024475098
457,1788870467.9425356,720,0.46775707602500916,5.828619956970215
458,1788870468.0172355,720,0.46148818731307983,5.819492816925049
459,1788870468.091557,720,0.4551999866962433,5.817751884460449
460,1788870468.1673336,720,0.44889017939567566,5.808578014373779
461,1788870468.2423687,720,0.44254669547080994,5.79934024810791
462,1788870468.3176465,720,0.43616098165512085,5.797977924346924
463,1788870468.3932226,720,0.4297283887863159,5.788755893707275
464,1788870468.4681048,720,0.42323610186576843,5.77950382232666
465,1788870468.5428674,720,0.41668638586997986,5.770232200622559
466,1788870468.6173286,720,0.41006168723106384,5.769444942474365
467,1788870468.6937506,720,0.40776297450065613,5.760276794433594
