fixed_step,fixed_time_s,speed_mps,body_vx_mps,body_vy_mps,applied_steering_rad,applied_throttle_norm,recovered_front_force_n,recovered_rear_force_n,front_proxy_n,rear_proxy_n,front_load_n,rear_load_n,max_abs_forward_slip,max_abs_sideways_slip,front_forward_curve_demand,rear_forward_curve_demand,front_sideways_curve_demand,rear_sideways_curve_demand,front_combined_curve_demand,rear_combined_curve_demand,runtime_body_yaw_inertia_kgm2,wheel0_load_n,wheel0_sideways_slip,wheel0_forward_slip,wheel0_sideways_curve,wheel0_forward_curve,wheel0_omega_radps,wheel0_domega_radps2,wheel0_effective_inertia_kgm2,wheel0_forward_force_from_torque_n,wheel0_motor_torque_nm,wheel0_brake_torque_nm,wheel0_steer_angle_deg,wheel0_sprung_mass_kg,wheel0_world_pose_y_m,wheel1_load_n,wheel1_sideways_slip,wheel1_forward_slip,wheel1_sideways_curve,wheel1_forward_curve,wheel1_omega_radps,wheel1_domega_radps2,wheel1_effective_inertia_kgm2,wheel1_forward_force_from_torque_n,wheel1_motor_torque_nm,wheel1_brake_torque_nm,wheel1_steer_angle_deg,wheel1_sprung_mass_kg,wheel1_world_pose_y_m,wheel2_load_n,wheel2_sideways_slip,wheel2_forward_slip,wheel2_sideways_curve,wheel2_forward_curve,wheel2_omega_radps,wheel2_domega_radps2,wheel2_effective_inertia_kgm2,wheel2_forward_force_from_torque_n,wheel2_motor_torque_nm,wheel2_brake_torque_nm,wheel2_steer_angle_deg,wheel2_sprung_mass_kg,wheel2_world_pose_y_m,wheel3_load_n,wheel3_sideways_slip,wheel3_forward_slip,wheel3_sideways_curve,wheel3_forward_curve,wheel3_omega_radps,wheel3_domega_radps2,wheel3_effective_inertia_kgm2,wheel3_forward_force_from_torque_n,wheel3_motor_torque_nm,wheel3_brake_torque_nm,wheel3_steer_angle_deg,wheel3_sprung_mass_kg,wheel3_world_pose_y_m
33598,33.597,5.487428191,1.661644564,0.1296363088,0.02617994,0.65,3.89875983,6.168838521,6.020426,10.9745691,12.040852,21.9491382,0.674698353,0.293543875,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09576901,2.657398,0.239905328,0.674698353,0.5,0.464,277.7013224,-0.0007100703862,0.000366,2.112967022,69.5499954,0,-1.51443624,0.8172028,0.05889912,9.383454,0.228255257,0.6520009,0.5,0.464,277.0217656,-0.001021702087,0.000366,4.992447174,69.5499954,0,-1.48583639,0.816009164,0.0588991344,7.5490365,0.293543875,0.6719484,0.5,0.464,277.1815082,-0.000997170209,0.000366,4.315571361,69.5499954,0,0,0.9190021,0.05889915,14.4001017,0.278232843,0.6488133,0.5,0.464,276.4893504,-0.001469119132,0.000366,7.248446271,69.5499954,0,0,0.917785764,0.05889914
33599,33.5980034,5.488674201,1.663846101,0.1297638401,0.02617994,0.65,3.898503306,6.168435538,6.0263769,10.9797072,12.0527538,21.9594144,0.6746271,0.293813676,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09580179,2.6649518,0.240199164,0.6746271,0.5,0.464,277.7010826,-0.0005531200443,0.000366,2.113982185,69.5499954,0,-1.51443624,0.817198336,0.0588988476,9.387802,0.228536531,0.6519287,0.5,0.464,277.0217436,-0.0009027023535,0.000366,4.992539619,69.5499954,0,-1.48583639,0.8160325,0.05889889,7.553543,0.293813676,0.6718739,0.5,0.464,277.1815679,-0.0009345535362,0.000366,4.315318048,69.5499954,0,0,0.9189781,0.05889886,14.4058714,0.278491616,0.6487376,0.5,0.464,276.4892656,-0.001362611017,0.000366,7.24880503,69.5499954,0,0,0.9177909,0.0588989
33600,33.5990028,5.489932243,1.666029116,0.1299293941,0.02617994,0.65,3.897131226,6.165730238,6.058578,11.01471496,12.117156,22.02942992,0.6745551,0.294079423,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09582862,2.699248,0.240489691,0.6745551,0.5,0.464,277.6990217,0.0003510583624,0.000366,2.122709139,69.5499954,0,-1.51443624,0.8171907,0.058899343,9.417908,0.2288142,0.651856,0.5,0.464,277.0200052,-0.0001188045597,0.000366,4.999900637,69.5499954,0,-1.48583639,0.8160332,0.0588992946,7.59212732,0.294079423,0.6717985,0.5,0.464,277.1793855,-0.0001149985184,0.000366,4.324560251,69.5499954,0,0,0.918977559,0.0588993542,14.4373026,0.278747857,0.6486612,0.5,0.464,276.4874581,-0.0006717538155,0.000366,7.256459486,69.5499954,0,0,0.91779846,0.0588993058
33601,33.6000023,5.491161696,1.668246607,0.1300369666,0.02617994,0.65,3.8998713,6.16917436,6.007852065,10.96255385,12.01570413,21.9251077,0.674480438,0.294343531,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09584941,2.64401913,0.240777567,0.674480438,0.5,0.464,277.7013224,0.0002366331931,0.000366,2.112961149,69.5499954,0,-1.51443624,0.8171994,0.05889907,9.371685,0.22909,0.6517804,0.5,0.464,277.0218975,-2.464167554e-05,0.000366,4.991881892,69.5499954,0,-1.48583639,0.816018164,0.058899045,7.535464,0.294343531,0.6717202,0.5,0.464,277.1816873,-3.846296647e-05,0.000366,4.314806639,69.5499954,0,0,0.918992758,0.05889906,14.3896437,0.279001236,0.648581743,0.5,0.464,276.4894017,-0.0006062948121,0.000366,7.248223492,69.5499954,0,0,0.9177897,0.05889905
33602,33.601,5.492399812,1.670448964,0.1301743112,0.02617994,0.65,3.898294599,6.167619339,6.033117625,10.99011555,12.06623525,21.9802311,0.67441237,0.294614673,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09584941,2.66939425,0.241072848,0.67441237,0.5,0.464,277.7008878,0.000291430404,0.000366,2.11480228,69.5499954,0,-1.51443624,0.8171994,0.05889908,9.396841,0.229371637,0.6517109,0.5,0.464,277.0212577,-6.73498314e-05,0.000366,4.994593334,69.5499954,0,-1.48583639,0.816018164,0.0588991046,7.565379,0.294614673,0.6716482,0.5,0.464,277.180971,2.314120482e-05,0.000366,4.317841355,69.5499954,0,0,0.918992758,0.0588991,14.4148521,0.279262573,0.6485088,0.5,0.464,276.4887881,-0.0004475146412,0.000366,7.250822752,69.5499954,0,0,0.9177897,0.0588991046
33603,33.602,5.493632499,1.672655126,0.1303077242,0.02617994,0.65,3.898824011,6.167512586,6.0308835,10.9848934,12.061767,21.9697868,0.6743407,0.294881254,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09586163,2.670893,0.241364583,0.6743407,0.5,0.464,277.700581,0.0001352485897,0.000366,2.116103371,69.5499954,0,-1.51443624,0.8172001,0.0588989556,9.390874,0.229650825,0.651637852,0.5,0.464,277.0213603,-0.0002960537802,0.000366,4.994159899,69.5499954,0,-1.48583639,0.8160107,0.05889897,7.559416,0.294881254,0.671572447,0.5,0.464,277.1809961,-9.454105765e-05,0.000366,4.31773559,69.5499954,0,0,0.919000745,0.058898963,14.4103708,0.279520482,0.648432434,0.5,0.464,276.4887881,-0.0006683137408,0.000366,7.250824121,69.5499954,0,0,0.917788267,0.05889899
33604,33.603,5.49487048,1.674851169,0.1304616895,0.02617994,0.65,3.898002002,6.166112456,6.04878177,11.00360285,12.09756354,22.0072057,0.6742694,0.2951492,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09586163,2.68733954,0.241656646,0.6742694,0.5,0.464,277.6995118,0.0001578042558,0.000366,2.120633692,69.5499954,0,-1.51443624,0.8172001,0.05889922,9.410224,0.229930058,0.65156585,0.5,0.464,277.0202607,-0.0002353645264,0.000366,4.998818665,69.5499954,0,-1.48583639,0.8160107,0.0588992,7.580405,0.2951492,0.67149806,0.5,0.464,277.1797877,-4.084174003e-05,0.000366,4.322855876,69.5499954,0,0,0.919000745,0.0588992238,14.4268007,0.279776424,0.648356259,0.5,0.464,276.4878414,-0.0005731749457,0.000366,7.25483483,69.5499954,0,0,0.917788267,0.0588991866
33605,33.604,5.496090356,1.677066181,0.1305835336,0.02617994,0.65,3.89936115,6.168220653,6.01897234,10.976019,12.03794468,21.952038,0.674196839,0.295415223,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09583572,2.65604568,0.241946414,0.674196839,0.5,0.464,277.7008732,-0.0004642514589,0.000366,2.114869089,69.5499954,0,-1.51443624,0.817187846,0.058899,9.381899,0.23020637,0.65149194,0.5,0.464,277.0214116,-0.0007458739975,0.000366,4.993945263,69.5499954,0,-1.48583639,0.8160412,0.05889901,7.549103,0.295415223,0.6714216,0.5,0.464,277.1810443,-0.0005779446956,0.000366,4.317534474,69.5499954,0,0,0.918969452,0.05889902,14.402935,0.280032784,0.64827925,0.5,0.464,276.4887881,-0.00109369967,0.000366,7.25082676,69.5499954,0,0,0.9178015,0.0588990264
33606,33.6050034,5.497315752,1.679271078,0.1307275647,0.02617994,0.65,3.898681235,6.166540189,6.039924075,10.99456071,12.07984815,21.98912142,0.6741287,0.295686364,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09583572,2.67827415,0.242240965,0.6741287,0.5,0.464,277.7001401,0.0001475816231,0.000366,2.117971388,69.5499954,0,-1.51443624,0.817187846,0.05889919,9.401574,0.230488658,0.651422858,0.5,0.464,277.020798,-0.0002760110763,0.000366,4.996542593,69.5499954,0,-1.48583639,0.8160412,0.05889918,7.56965542,0.295686364,0.671349645,0.5,0.464,277.180416,-3.745051032e-06,0.000366,4.320193279,69.5499954,0,0,0.918969452,0.058899194,14.419466,0.280293077,0.648206055,0.5,0.464,276.488276,-0.0005443734714,0.000366,7.252993181,69.5499954,0,0,0.9178015,0.0588991828
33607,33.6060028,5.498529028,1.681488265,0.1308508624,0.02617994,0.65,3.899654866,6.167809358,6.02053459,10.97665072,12.04106918,21.95330144,0.674057543,0.295954525,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09577827,2.65739918,0.242532268,0.674057543,0.5,0.464,277.7010418,0.0002847454398,0.000366,2.114150041,69.5499954,0,-1.51443624,0.817183,0.05889908,9.38367,0.230768144,0.651350856,0.5,0.464,277.0215561,-7.71455035e-05,0.000366,4.993328771,69.5499954,0,-1.48583639,0.8160262,0.0588991,7.55026054,0.295954525,0.6712749,0.5,0.464,277.1812778,0.0001515218487,0.000366,4.316540436,69.5499954,0,0,0.918984354,0.05889911,14.4030409,0.280550569,0.648130357,0.5,0.464,276.4890174,-0.0003402501973,0.000366,7.249850323,69.5499954,0,0,0.9178064,0.0588991269
33608,33.6070023,5.499740282,1.683704128,0.1309789828,0.02617994,0.65,3.899520289,6.167429763,6.02636268,10.9796813,12.05272536,21.9593626,0.6739888,0.296224266,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09577827,2.66477036,0.242827162,0.6739888,0.5,0.464,277.7009779,-0.0001038731726,0.000366,2.114423126,69.5499954,0,-1.51443624,0.817183,0.05889895,9.387955,0.231048957,0.651280761,0.5,0.464,277.021642,-0.0003557549288,0.000366,4.992966642,69.5499954,0,-1.48583639,0.8160262,0.0588989928,7.554834,0.296224266,0.6712024,0.5,0.464,277.1813805,-0.0002142483233,0.000366,4.316107852,69.5499954,0,0,0.918984354,0.0588989668,14.4045286,0.280810326,0.6480568,0.5,0.464,276.4892227,-0.0005861423188,0.000366,7.248982141,69.5499954,0,0,0.9178064,0.058899
33609,33.608,5.500955525,1.685913741,0.1311270453,0.02617994,0.65,3.898800755,6.166029058,6.04278021,10.99832822,12.08556042,21.99665644,0.673919261,0.296493739,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.0957084745,2.68268442,0.243121177,0.673919261,0.5,0.464,277.6999684,-0.0002044892479,0.000366,2.118701286,69.5499954,0,-1.51443624,0.817187369,0.0588990077,9.402876,0.2313308,0.651210248,0.5,0.464,277.020798,-0.0003314792289,0.000366,4.996542937,69.5499954,0,-1.48583639,0.8160152,0.0588990077,7.57422924,0.296493739,0.6711291,0.5,0.464,277.1803322,-0.0002540897502,0.000366,4.320549814,69.5499954,0,0,0.9189959,0.0588990152,14.4224272,0.28107053,0.647982836,0.5,0.464,276.488276,-0.0005712963242,0.000366,7.252993348,69.5499954,0,0,0.9178014,0.05889901
33610,33.609,5.502167971,1.688122645,0.1312767833,0.02617994,0.65,3.898612301,6.165993315,6.04429635,10.99991109,12.0885927,21.99982218,0.673848033,0.29676038,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09567447,2.6827867,0.24341169,0.673848033,0.5,0.464,277.6995118,4.018298858e-05,0.000366,2.120634421,69.5499954,0,-1.51443624,0.817190766,0.0588991046,9.405806,0.231609061,0.651138365,0.5,0.464,277.0202607,-1.672462253e-05,0.000366,4.998817308,69.5499954,0,-1.48583639,0.816001236,0.0588990673,7.57440138,0.29676038,0.671054244,0.5,0.464,277.1798201,8.484296137e-05,0.000366,4.322717541,69.5499954,0,0,0.9190098,0.058899086,14.4254208,0.281326622,0.647906661,0.5,0.464,276.4876948,-0.0003493261364,0.000366,7.255454661,69.5499954,0,0,0.9177981,0.0588990673
33611,33.61,5.503370767,1.690340359,0.1314130895,0.02617994,0.65,3.899083059,6.167015572,6.03010267,10.98955785,12.06020534,21.9791157,0.673777461,0.297026843,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.095645,2.66643834,0.243701488,0.673777461,0.5,0.464,277.7002449,5.206466568e-05,0.000366,2.117528253,69.5499954,0,-1.51443624,0.8171867,0.0588992052,9.393767,0.231886864,0.6510664,0.5,0.464,277.0207466,-0.000129002793,0.000366,4.996759108,69.5499954,0,-1.48583639,0.816006243,0.05889917,7.564131,0.297026843,0.670980036,0.5,0.464,277.1802296,0.0001869838936,0.000366,4.320981931,69.5499954,0,0,0.9190056,0.05889923,14.4149847,0.28158474,0.6478317,0.5,0.464,276.4880718,-0.000227703651,0.000366,7.253856486,69.5499954,0,0,0.91780144,0.0588991977
33612,33.611,5.504563892,1.692567404,0.1315352644,0.02617994,0.65,3.899946179,6.167662206,6.020385,10.9746098,12.04077,21.9492196,0.673709631,0.297298938,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.095622845,2.65742,0.243997172,0.673709631,0.5,0.464,277.7010826,-1.312596316e-05,0.000366,2.113978835,69.5499954,0,-1.51443624,0.8171985,0.0588990934,9.38335,0.232168987,0.65099746,0.5,0.464,277.0215561,-0.0002448552268,0.000366,4.993329811,69.5499954,0,-1.48583639,0.816029131,0.0588990971,7.547654,0.297298938,0.670908332,0.5,0.464,277.1813291,6.486125326e-05,0.000366,4.316323547,69.5499954,0,0,0.9189817,0.0588990971,14.4015656,0.28184396,0.647758543,0.5,0.464,276.4890174,-0.0003188290239,0.000366,7.24985019,69.5499954,0,0,0.917790651,0.0588990934
33613,33.6120033,5.505758673,1.694787614,0.1316712767,0.02617994,0.65,3.899403521,6.166758552,6.0309655,10.98857468,12.061931,21.97714937,0.6736422,0.297571868,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09560808,2.667943,0.2442939,0.6736422,0.5,0.464,277.7008732,-0.0004001587249,0.000366,2.114868692,69.5499954,0,-1.51443624,0.8171939,0.05889903,9.393988,0.232452214,0.6509288,0.5,0.464,277.0212839,-0.0006236659686,0.000366,4.994485853,69.5499954,0,-1.48583639,0.8160255,0.05889903,7.56378937,0.297571868,0.6708375,0.5,0.464,277.1808946,-0.0003379324178,0.000366,4.318167516,69.5499954,0,0,0.918985546,0.0588990636,14.41336,0.282107323,0.647686541,0.5,0.464,276.488742,-0.000642744962,0.000366,7.251019203,69.5499954,0,0,0.917795,0.05889906
33614,33.6130028,5.506953789,1.697005339,0.1318168085,0.02617994,0.65,3.899406367,6.16574774,6.04063724,10.99534704,12.08127448,21.99069408,0.673573554,0.2978421,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.0956044346,2.67984748,0.244588882,0.673573554,0.5,0.464,277.70007,-0.0005896799858,0.000366,2.11827326,69.5499954,0,-1.51443624,0.8171973,0.0588991046,9.401427,0.232734635,0.6508592,0.5,0.464,277.0207466,-0.0008178715816,0.000366,4.996763381,69.5499954,0,-1.48583639,0.816018462,0.0588990822,7.56981468,0.2978421,0.670764863,0.5,0.464,277.1803835,-0.0006349377013,0.000366,4.32033475,69.5499954,0,0,0.9189929,0.0588991046,14.4208794,0.282368183,0.6476131,0.5,0.464,276.4881744,-0.001011186683,0.000366,7.253426493,69.5499954,0,0,0.9177911,0.0588991
33615,33.6140022,5.508140988,1.699229194,0.1319523115,0.02617994,0.65,3.899721032,6.166508925,6.0316945,10.98643155,12.063389,21.9728631,0.673503935,0.298110574,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09560973,2.669468,0.244880959,0.673503935,0.5,0.464,277.7003496,-0.00076126894,0.000366,2.117089571,69.5499954,0,-1.51443624,0.8171886,0.05889917,9.393921,0.233013347,0.650788546,0.5,0.464,277.0209508,-0.001017273907,0.000366,4.995899349,69.5499954,0,-1.48583639,0.8160161,0.05889913,7.560954,0.298110574,0.6706919,0.5,0.464,277.1806254,-0.0008008663933,0.000366,4.319310768,69.5499954,0,0,0.918994665,0.0588991567,14.4119091,0.282625377,0.64753896,0.5,0.464,276.4884278,-0.001318060831,0.000366,7.252354576,69.5499954,0,0,0.917800546,0.0588991381
33616,33.615,5.509321658,1.701457923,0.1320829123,0.02617994,0.65,3.90006675,6.166728536,6.026409425,10.9827407,12.05281885,21.9654814,0.673436344,0.298381567,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.0956244,2.66340685,0.245175928,0.673436344,0.5,0.464,277.7007685,-0.000452674754,0.000366,2.115312745,69.5499954,0,-1.51443624,0.8171967,0.05889903,9.389412,0.233295679,0.650719643,0.5,0.464,277.0213467,-0.0007041783458,0.000366,4.994220116,69.5499954,0,-1.48583639,0.8160072,0.0588990226,7.55648,0.298381567,0.6706203,0.5,0.464,277.1809961,-0.0004633487439,0.000366,4.317737878,69.5499954,0,0,0.919003844,0.05889904,14.4090014,0.2828875,0.6474667,0.5,0.464,276.488742,-0.001024922581,0.000366,7.251021574,69.5499954,0,0,0.9177921,0.058899045
33617,33.616,5.510506921,1.703677258,0.1322318348,0.02617994,0.65,3.899316106,6.165496515,6.04356869,10.99841811,12.08713738,21.99683623,0.673368931,0.29865393,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09564663,2.68138838,0.245471478,0.673368931,0.5,0.464,277.6999307,-7.496191e-05,0.000366,2.118860224,69.5499954,0,-1.51443624,0.8171902,0.0588991456,9.405749,0.233578265,0.650651336,0.5,0.464,277.0205424,-0.000429948306,0.000366,4.997626244,69.5499954,0,-1.48583639,0.8160359,0.05889913,7.57447863,0.29865393,0.6705493,0.5,0.464,277.1801018,-0.0001363099016,0.000366,4.321525285,69.5499954,0,0,0.9189749,0.058899153,14.4223576,0.283148378,0.64739424,0.5,0.464,276.488098,-0.0007388474642,0.000366,7.253748725,69.5499954,0,0,0.917798936,0.0588991158
33618,33.617,5.511681695,1.705907173,0.1323657351,0.02617994,0.65,3.900312072,6.166127202,6.029534155,10.98565515,12.05906831,21.9713103,0.6733002,0.298922777,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09567626,2.66792631,0.245764926,0.6733002,0.5,0.464,277.7003768,-0.0009287956817,0.000366,2.116975241,69.5499954,0,-1.51443624,0.817197561,0.05889916,9.391142,0.233858809,0.6505816,0.5,0.464,277.020977,-0.001295492968,0.000366,4.995790143,69.5499954,0,-1.48583639,0.816027343,0.058899112,7.559303,0.298922777,0.670476556,0.5,0.464,277.1806254,-0.001179860114,0.000366,4.319313119,69.5499954,0,0,0.918984056,0.0588991344,14.4120073,0.283408284,0.647321045,0.5,0.464,276.4884048,-0.001519049006,0.000366,7.252453443,69.5499954,0,0,0.917790949,0.0588991
33619,33.618,5.512851903,1.708139419,0.1324992693,0.02617994,0.65,3.900174759,6.16634984,6.0287725,10.9856479,12.057545,21.9712958,0.6732334,0.299196124,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09571004,2.665008,0.2460611,0.6732334,0.5,0.464,277.7007098,-0.001211345334,0.000366,2.115565939,69.5499954,0,-1.51443624,0.817188859,0.0588990152,9.392537,0.23414214,0.650513649,0.5,0.464,277.0211048,-0.001722074385,0.000366,4.995251441,69.5499954,0,-1.48583639,0.8160318,0.0588989966,7.559381,0.299196124,0.6704062,0.5,0.464,277.1808349,-0.001617310703,0.000366,4.318428378,69.5499954,0,0,0.9189793,0.05889901,14.4119148,0.283669919,0.6472494,0.5,0.464,276.4885577,-0.002185898878,0.000366,7.251809737,69.5499954,0,0,0.9177999,0.05889899
33620,33.6190033,5.514025771,1.710364525,0.1326501837,0.02617994,0.65,3.899535041,6.165155012,6.043684395,11.001356,12.08736879,22.002712,0.673167169,0.2994683,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09574556,2.68133879,0.246357456,0.673167169,0.5,0.464,277.6999171,-0.0009636965774,0.000366,2.118923422,69.5499954,0,-1.51443624,0.817191541,0.05889916,9.40603,0.23442556,0.6504459,0.5,0.464,277.0204042,-0.001643404035,0.000366,4.998219492,69.5499954,0,-1.48583639,0.816016138,0.05889913,7.575762,0.2994683,0.6703359,0.5,0.464,277.1800254,-0.001397438716,0.000366,4.321857029,69.5499954,0,0,0.9189946,0.0588991567,14.42695,0.28393203,0.647178,0.5,0.464,276.487765,-0.00213548105,0.000366,7.255168443,69.5499954,0,0,0.917797565,0.058899112
33621,33.6200027,5.515188508,1.712599487,0.1327830354,0.02617994,0.65,3.900109486,6.166511363,6.02798211,10.9850421,12.05596422,21.97008421,0.673098445,0.299737662,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09578089,2.66497922,0.2466504,0.673098445,0.5,0.464,277.7005307,-0.0006616531689,0.000366,2.116321304,69.5499954,0,-1.51443624,0.817186058,0.0588991977,9.390985,0.2347047,0.650376141,0.5,0.464,277.0209508,-0.00148540459,0.000366,4.995902253,69.5499954,0,-1.48583639,0.816011667,0.05889917,7.55803871,0.299737662,0.6702637,0.5,0.464,277.1806642,-0.001084660326,0.000366,4.31914835,69.5499954,0,0,0.9189994,0.05889919,14.4120455,0.284190774,0.6471046,0.5,0.464,276.488276,-0.001952608163,0.000366,7.253001917,69.5499954,0,0,0.9178028,0.0588991679
33622,33.6210022,5.516346845,1.714835692,0.1329159182,0.02617994,0.65,3.900773943,6.165922589,6.02716694,10.9850757,12.05433388,21.97015139,0.6730328,0.300012022,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.0958121046,2.66490388,0.24694778,0.6730328,0.5,0.464,277.7007685,0.0002431595758,0.000366,2.115308429,69.5499954,0,-1.51443624,0.817198634,0.0588990934,9.38943,0.2349896,0.6503096,0.5,0.464,277.0213467,-0.0006481246511,0.000366,4.994219768,69.5499954,0,-1.48583639,0.8160077,0.05889906,7.55955839,0.300012022,0.6701945,0.5,0.464,277.1808349,-0.0001127539323,0.000366,4.318419044,69.5499954,0,0,0.919003367,0.0588991158,14.410593,0.284454972,0.6470342,0.5,0.464,276.4885828,-0.001151729579,0.000366,7.251696827,69.5499954,0,0,0.9177903,0.0588990934
33623,33.622,5.517503495,1.717070823,0.1330533156,0.02617994,0.65,3.900149384,6.165999251,6.03316724,10.9880075,12.06633448,21.976015,0.6729667,0.300283879,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.0958366245,2.66949248,0.247244477,0.6729667,0.5,0.464,277.7006072,0.0005359318627,0.000366,2.115989953,69.5499954,0,-1.51443624,0.8171994,0.0588991381,9.396842,0.235273123,0.6502426,0.5,0.464,277.0210325,-0.0002573224486,0.000366,4.995548527,69.5499954,0,-1.48583639,0.8160244,0.05889915,7.561078,0.300283879,0.670124352,0.5,0.464,277.1808349,0.0002831717869,0.000366,4.318416588,69.5499954,0,0,0.918985963,0.0588991344,14.414937,0.284716666,0.646963358,0.5,0.464,276.4884278,-0.000617139586,0.000366,7.252350228,69.5499954,0,0,0.91779,0.058899153
33624,33.623,5.518653127,1.719311383,0.1331834937,0.02617994,0.65,3.901369817,6.165597129,6.026534885,10.9811936,12.05306977,21.9623872,0.6729003,0.300558448,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09585414,2.66651177,0.247541443,0.6729003,0.5,0.464,277.7007349,8.253738088e-05,0.000366,2.115451418,69.5499954,0,-1.51443624,0.817194641,0.0588991344,9.386558,0.235557571,0.650175035,0.5,0.464,277.0214881,-0.0005968773046,0.000366,4.993620418,69.5499954,0,-1.48583639,0.8160351,0.05889911,7.557911,0.300558448,0.6700546,0.5,0.464,277.1809961,-0.0002219579953,0.000366,4.317736381,69.5499954,0,0,0.9189755,0.05889912,14.4044762,0.284981638,0.646892548,0.5,0.464,276.4889672,-0.0008571152686,0.000366,7.250066518,69.5499954,0,0,0.917794645,0.0588991158
33625,33.624,5.519798647,1.721554482,0.1333137225,0.02617994,0.65,3.901202687,6.165785599,6.02579238,10.98187565,12.05158476,21.9637513,0.6728349,0.300831944,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.09586191,2.66197276,0.247838676,0.6728349,0.5,0.464,277.7010418,-8.539255987e-07,0.000366,2.114151813,69.5499954,0,-1.51443624,0.817196548,0.05889896,9.389612,0.2358421,0.6501092,0.5,0.464,277.0215394,-0.0007304912539,0.000366,4.99340382,69.5499954,0,-1.48583639,0.816010356,0.05889899,7.556292,0.300831944,0.6699856,0.5,0.464,277.1811752,-0.0003007381379,0.000366,4.316978095,69.5499954,0,0,0.9190007,0.0588989779,14.4074593,0.285244048,0.6468229,0.5,0.464,276.4890562,-0.001032668848,0.000366,7.249690439,69.5499954,0,0,0.917792261,0.0588989668
33626,33.625,5.520949465,1.723787606,0.1334665618,0.02617994,0.65,3.900281033,6.164312183,6.04583008,11.0013965,12.09166016,22.002793,0.6727695,0.301105767,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.0958595648,2.68586516,0.248135537,0.6727695,0.5,0.464,277.6997893,-0.0002081854983,0.000366,2.119460083,69.5499954,0,-1.51443624,0.8171872,0.0588991642,9.405795,0.236126423,0.650042534,0.5,0.464,277.0205937,-0.0008237514264,0.000366,4.99741126,69.5499954,0,-1.48583639,0.8160228,0.0588991269,7.575943,0.301105767,0.6699163,0.5,0.464,277.1801018,-0.0004546997634,0.000366,4.32152726,69.5499954,0,0,0.9189886,0.058899153,14.42685,0.2855074,0.646752357,0.5,0.464,276.4879702,-0.001057725276,0.000366,7.254292051,69.5499954,0,0,0.9178014,0.05889915
33627,33.6260033,5.522088091,1.726032392,0.1335985526,0.02617994,0.65,3.90117363,6.165615879,6.027229905,10.98350833,12.05445981,21.96701665,0.6727023,0.301377177,0.464,0.464,0.5,0.5,0.6821260881,0.6821260881,0.0958595648,2.66343331,0.248430744,0.6727023,0.5,0.464,277.700559,-0.0006148462005,0.000366,2.116201207,69.5499954,0,-1.51443624,0.8171872,0.058899112,9.3910265,0.236408412,0.649974346,0.5,0.464,277.0210535,-0.001149277609,0.000366,4.995465315,69.5499954,0,-1.48583639,0.8160228,0.0588991046,7.55795145,0.301377177,0.669845343,0.5,0.464,277.1806904,-0.0009256361825,0.000366,4.319036431,69.5499954,0,0,0.9189886,0.0588991158,14.4090652,0.28576842,0.6466804,0.5,0.464,276.4885577,-0.001372345694,0.000366,7.25180469,69.5499954,0,0,0.9178014,0.058899112
